,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size,lot_size
156,P417000445282,single_family,343900,0.0,3,6,Bakersfield,7308 Wild Mustang Drive,93311,CA,Kern,3061.0,
157,P417000444995,single_family,282900,0.0,2,3,Bakersfield,9816 Fire Island Drive,93313,CA,Kern,1948.0,
158,M1507229868,single_family,490000,1.0,3,5,Bakersfield,6323 Veronese Ct,93306,CA,Kern,2070.0,43560.0
159,M1159814893,single_family,179900,0.0,1,3,Bakersfield,2201 Harrison Dr,93308,CA,Kern,2387.0,8999.0
160,P412450485893,single_family,322990,0.0,2,3,Bakersfield,,93314,CA,Kern,1344.0,5661.0
161,P415434808956,single_family,434990,1.0,2,4,Bakersfield,8912 Claro de Luna Dr.,93314,CA,Kern,933.0,6643.0
162,M1425463498,single_family,189900,1.0,1,3,Bakersfield,3505 Caldwell Dr,93309,CA,Kern,2127.0,11761.0
163,M9599681331,single_family,274900,0.0,2,3,Bakersfield,9414 Sumatra Ave,93311,CA,Kern,1055.0,4498.0
164,P417000442332,single_family,257900,0.0,2,3,Bakersfield,9816 Fire Island Drive,93313,CA,Kern,3092.0,9342.0
165,P417000442917,single_family,328900,0.0,3,5,Bakersfield,7308 Wild Mustang Drive,93311,CA,Kern,1655.0,9016.0
166,M2131210809,single_family,399000,0.0,3,5,Bakersfield,5103 Fountain Grass Ave,93313,CA,Kern,2436.0,10019.0
167,P412345886097,single_family,420990,1.0,2,4,Bakersfield,8912 Claro de Luna Dr.,93314,CA,Kern,2188.0,7522.0
168,P415588108205,single_family,325990,0.0,3,3,Bakersfield,,93314,CA,Kern,2570.0,
169,M1122644821,single_family,398000,0.0,3,4,Bakersfield,17348 Rosedale Hwy,93314,CA,Kern,2777.0,
170,M1862357333,single_family,345000,0.0,2,3,Bakersfield,2608 Oak Grove St,93311,CA,Kern,1671.0,
171,M1689960926,single_family,245000,0.0,2,3,Bakersfield,5404 Silver Crossing St,93313,CA,Kern,1836.0,7486.0
172,M1274866230,single_family,135000,0.0,1,2,Bakersfield,1202 Castaic Ave,93308,CA,Kern,2141.0,9148.0
173,M2944612793,single_family,364900,0.0,2,3,Bakersfield,10608 Dorchester St,93311,CA,Kern,3721.0,16216.0
174,M2003070383,single_family,210000,0.0,2,2,Bakersfield,7420 Stone Breakers Ave,93313,CA,Kern,1775.0,11493.0
175,M1175128567,single_family,539000,0.0,3,4,Bakersfield,11215 Draper Ct,93311,CA,Kern,2415.0,7013.0
176,M2262579738,single_family,254900,0.0,2,3,Bakersfield,2617 Eric Ct,93306,CA,Kern,784.0,10454.0
177,M1005612611,single_family,395000,0.0,2,5,Bakersfield,11701 Leigh River St,93312,CA,Kern,1824.0,121097.0
178,M9104422467,single_family,369000,0.0,2,4,Bakersfield,8504 Lighthouse Dr,93312,CA,Kern,1351.0,8297.0
179,P417000440694,single_family,374000,0.0,3,4,Shafter,9308 Pearwood Way,93263,CA,Kern,1503.0,7570.0
180,P414167559051,single_family,405990,0.0,3,4,Bakersfield,8912 Claro de Luna Dr.,93314,CA,Kern,2295.0,8276.0
181,P412599119040,single_family,302990,0.0,2,3,Bakersfield,,93314,CA,Kern,572.0,3711.0
182,M1800800477,single_family,239900,0.0,2,5,Bakersfield,146 Arvin St,93308,CA,Kern,3130.0,24829.0
183,M1211178489,single_family,287500,1.0,2,2,Bakersfield,13405 Limestone Falls Dr,93306,CA,Kern,1611.0,8107.0
184,M1247718251,single_family,599900,0.0,3,5,Bakersfield,1305 Camino Del Oeste,93309,CA,Kern,1889.0,7176.0
185,M1166786070,single_family,289900,0.0,2,3,Bakersfield,6608 Olympia Dr,93309,CA,Kern,1410.0,5200.0
186,M2058287138,single_family,369000,0.0,2,4,Bakersfield,10423 Olympia Fields Dr,93312,CA,Kern,,
187,M2075789016,single_family,335000,0.0,2,3,Bakersfield,3404 Meadow Vista Ct,93306,CA,Kern,,
188,M2613402023,single_family,139900,0.0,1,2,Arvin,412 S Comanche Dr,93203,CA,Kern,,
189,M1129532203,single_family,153000,0.0,1,3,Bakersfield,2104 Holly St,93307,CA,Kern,,
190,M2941392698,single_family,525000,0.0,2,4,Bakersfield,1153 Panama Ln,93307,CA,Kern,,
191,M2831949106,single_family,155020,0.0,1,3,Bakersfield,2425 Barnett St,93308,CA,Kern,,
192,M2414801483,single_family,281990,0.0,2,3,Bakersfield,12101 Grand Teton Dr,93312,CA,Kern,,
193,M1545628310,single_family,359500,0.0,2,4,Bakersfield,11002 Cypress Falls Ave,93312,CA,Kern,,
194,M2947728091,single_family,78000,0.0,1,2,Bakersfield,1201 Robinson St,93305,CA,Kern,,
195,M2973320867,single_family,625000,0.0,3,5,Bakersfield,6200 Rasmussen St,93308,CA,Kern,,
196,M2294172514,single_family,210000,0.0,2,3,Shafter,306 Pine St,93263,CA,Kern,,
197,M2856018869,single_family,320000,0.0,2,5,Bakersfield,11627 Pacific Harbor Ave,93312,CA,Kern,,
198,M2342773781,single_family,892226,1.0,4,4,Bakersfield,11912 Gazebo Ct,93311,CA,Kern,,
199,M1467475331,single_family,220000,0.0,2,3,Bakersfield,227 W Pilot Ave,93308,CA,Kern,,
