,Unnamed: 0,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size,lot_size
0,0,M2278071853,single_family,829000,0.0,2.0,3,San Diego,3910 Mount Blackburn Ave,92111,CA,San Diego,1352.0,6500.0
1,1,M2739002954,single_family,699000,0.0,2.0,3,San Diego,8546 Boothbay Pl,92129,CA,San Diego,1614.0,5718.0
2,2,M1281042411,single_family,2395000,1.0,2.0,4,La Jolla,1321 Virginia Way,92037,CA,San Diego,2586.0,7700.0
3,3,M1811103700,single_family,699999,0.0,2.0,3,San Diego,4127 Seri St,92117,CA,San Diego,1374.0,6300.0
4,4,M1479304073,single_family,1450000,1.0,5.0,5,San Diego,15066 Almond Orchard Ln,92131,CA,San Diego,5390.0,23958.0
5,5,M2112669184,single_family,839000,0.0,2.0,4,San Diego,5290 Cobb Pl,92117,CA,San Diego,1534.0,15682.0
6,6,M2563475290,single_family,1550000,0.0,3.0,4,La Jolla,2692 Palomino Cir,92037,CA,San Diego,2473.0,11100.0
7,7,M1209130483,single_family,1350000,0.0,4.0,5,San Diego,16794 Santanella St,92127,CA,San Diego,3975.0,10315.0
8,8,M2052750592,single_family,920000,0.0,2.0,2,San Diego,4533 Rhode Island St,92116,CA,San Diego,1531.0,10003.0
9,9,M2524649252,single_family,1239000,0.0,3.0,3,San Diego,13381 Grandvia Pt,92130,CA,San Diego,2205.0,7239.0
10,10,M1332714190,single_family,2398000,1.0,5.0,5,San Diego,16382 Nicole Ridge Rd,92127,CA,San Diego,5042.0,10890.0
11,11,M1647993849,single_family,670000,0.0,2.0,3,San Diego,10390 Rancho Carmel Dr,92128,CA,San Diego,1322.0,3999.0
12,12,M2504477004,single_family,1449000,1.0,3.0,4,Point Loma,2758 Laning Rd,92106,CA,San Diego,3189.0,3999.0
13,13,M2145468257,single_family,729000,0.0,2.0,3,San Diego,4247 Hamilton St,92104,CA,San Diego,958.0,3999.0
14,14,M1018721144,single_family,599000,0.0,1.0,3,San Diego,7764 Batavia Rd,92126,CA,San Diego,1006.0,7499.0
15,15,M1976739442,single_family,1795000,0.0,2.0,4,San Diego,5361 Van Nuys Ct,92109,CA,San Diego,2514.0,7300.0
16,16,M2112631918,single_family,6975000,1.0,5.0,6,La Jolla,6121 Avenida Cresta,92037,CA,San Diego,8162.0,17424.0
17,17,M2611595770,single_family,1299000,0.0,3.0,3,San Diego,5522 Mill Creek Rd,92130,CA,San Diego,2769.0,5401.0
18,18,M1776446373,single_family,760000,0.0,2.0,4,San Diego,4635 Bannock Ave,92117,CA,San Diego,1723.0,5300.0
19,19,M2511371174,single_family,590000,1.0,2.0,5,San Diego,3675 Spa St,92105,CA,San Diego,1800.0,10019.0
20,20,M2407612485,single_family,1324999,0.0,3.0,4,San Diego,15878 Sarah Ridge Rd,92127,CA,San Diego,2775.0,4800.0
21,21,M1856657203,single_family,989000,0.0,2.0,3,San Diego,4827 Sussex Dr,92116,CA,San Diego,1456.0,7499.0
22,22,M2502009198,single_family,1295000,0.0,3.0,4,San Diego,5425 Bragg St,92122,CA,San Diego,2250.0,8900.0
23,23,M2457261025,single_family,725000,0.0,2.0,3,San Diego,4350 W Overlook Dr,92115,CA,San Diego,1224.0,7200.0
24,25,M2417539840,single_family,1059000,0.0,3.0,4,San Diego,15712 Potomac Ridge Rd,92127,CA,San Diego,2771.0,4815.0
25,26,M2748494397,single_family,899000,0.0,3.0,4,San Diego,9655 Graceland Way,92129,CA,San Diego,2292.0,5769.0
26,27,M2868751562,single_family,485000,0.0,1.0,2,San Diego,6212 Streamview Dr,92115,CA,San Diego,780.0,6400.0
27,28,M2172451949,single_family,538000,0.0,3.0,4,San Diego,5051 Pelusa St,92113,CA,San Diego,1414.0,5000.0
28,29,M2776865120,single_family,899900,0.0,1.0,2,San Diego,3021 James St,92106,CA,San Diego,1277.0,4169.0
29,30,M2761437020,single_family,999999,0.0,2.0,3,San Diego,3326 Wisteria Dr,92106,CA,San Diego,1955.0,13939.0
30,31,M1581485483,single_family,799999,0.0,3.0,4,San Diego,6952 Howe Ct,92111,CA,San Diego,1601.0,3999.0
31,32,M1993300042,single_family,659999,1.0,2.0,3,San Diego,4567 54th St,92115,CA,San Diego,2205.0,4073.0
32,33,M2543543085,single_family,1625000,0.0,3.0,4,San Diego,13404 Pantera Rd,92130,CA,San Diego,1532.0,7499.0
33,34,M1977316101,single_family,545000,0.0,2.0,3,San Diego,2731 Alta View Dr,92139,CA,San Diego,1770.0,7499.0
34,35,M1429960816,single_family,1585000,1.0,3.0,3,San Diego,14208 Caminito Lazanja,92127,CA,San Diego,1762.0,6000.0
35,36,M1589944883,single_family,735000,0.0,2.0,3,San Diego,16431 Gabarda Rd,92128,CA,San Diego,1865.0,5214.0
36,37,M1763856782,single_family,565000,0.0,2.0,4,San Diego,5767 Plumas St,92139,CA,San Diego,1396.0,6000.0
37,38,M1905292407,single_family,609000,1.0,2.0,4,San Diego,4825 Mahogany Vista Ln,92102,CA,San Diego,1776.0,6000.0
38,39,M1566306872,single_family,725000,0.0,2.0,3,San Diego,5067 Chaucer Ave,92120,CA,San Diego,1398.0,4918.0
39,40,M1006329377,single_family,770444,0.0,2.0,3,San Diego,5044 Brillo St,92117,CA,San Diego,2040.0,4288.0
40,41,M1438685571,single_family,809000,0.0,2.0,3,San Diego,10888 Pointed Oak Ln,92131,CA,San Diego,1364.0,5000.0
41,42,M1905768671,single_family,1798000,0.0,2.0,3,La Jolla,7505 Caminito Avola,92037,CA,San Diego,3164.0,7200.0
42,43,M2809860001,single_family,1095000,0.0,2.0,3,San Diego,3424 Ingelow St,92106,CA,San Diego,2532.0,3800.0
43,44,M2387249723,single_family,1995000,1.0,4.0,4,Del Mar,12780 Via Esperia,92014,CA,San Diego,1366.0,6400.0
44,45,M1150171972,single_family,4595000,1.0,7.0,7,La Jolla,1329 W Muirlands Dr,92037,CA,San Diego,2869.0,10889.0
45,46,M1060757096,single_family,1650000,1.0,4.0,5,San Diego,2420 Upas St,92104,CA,San Diego,4252.0,7843.0
46,47,M2052068433,single_family,659900,0.0,2.0,2,San Diego,4575 Alice St,92115,CA,San Diego,1526.0,15246.0
47,48,M1158058503,single_family,1250000,0.0,4.0,4,San Diego,12130 Dormouse Rd,92129,CA,San Diego,1018.0,7100.0
48,49,M1606687774,single_family,1895000,1.0,5.0,5,San Diego,15916 Taburno Way,92127,CA,San Diego,1859.0,5800.0
49,50,M2902402708,single_family,529900,0.0,2.0,4,San Diego,2322 Holstrom Pl,92114,CA,San Diego,2004.0,6400.0
50,51,M1867039880,single_family,599900,0.0,1.0,3,San Diego,4592 Southampton St,92117,CA,San Diego,1625.0,7499.0
51,52,M1404099628,single_family,779000,0.0,2.0,3,San Diego,12032 Caminito Cadena,92128,CA,San Diego,1044.0,10889.0
52,53,M1199211445,single_family,1100000,0.0,4.0,5,San Diego,1987 Galveston St,92110,CA,San Diego,1919.0,5000.0
53,54,M1633247877,single_family,849000,0.0,2.0,3,San Diego,7235 Volta Ct,92111,CA,San Diego,2676.0,14375.0
54,55,M2799101516,single_family,420000,0.0,1.0,3,San Diego,3250 W Virgo Rd,92105,CA,San Diego,1406.0,5700.0
55,56,M2798665697,single_family,1449000,0.0,2.0,3,San Diego,3220 Goldfinch St,92103,CA,San Diego,2757.0,4145.0
56,57,M1318190227,single_family,969000,0.0,3.0,4,San Diego,7925 Hemingway Ave,92120,CA,San Diego,1431.0,10454.0
57,58,M2075095637,single_family,677999,0.0,2.0,3,San Diego,7179 Ruane St,92119,CA,San Diego,8586.0,40511.0
58,59,M2767445090,single_family,1025000,1.0,2.0,4,San Diego,7353 Arroyo Grande Rd,92129,CA,San Diego,1586.0,7820.0
59,60,M1341891366,single_family,649000,0.0,2.0,3,San Diego,5952 Highplace Dr,92120,CA,San Diego,8192.0,43560.0
60,61,M2414225191,single_family,8495000,0.0,7.0,6,La Jolla,5833 Rutgers Rd,92037,CA,San Diego,1645.0,6024.0
61,62,M1730165252,single_family,769000,0.0,2.0,3,San Diego,14645 Thebes St,92129,CA,San Diego,2971.0,7499.0
62,63,M1307762213,single_family,4695000,1.0,6.0,5,San Diego,4820 Rancho Verde Trl,92130,CA,San Diego,1595.0,5532.0
63,64,M1068112366,single_family,3490000,0.0,3.0,3,La Jolla,2049 Paseo Dorado,92037,CA,San Diego,2017.0,33977.0
64,65,M2754899614,single_family,730000,0.0,3.0,4,San Diego,4844 Sea Urchin Dr,92154,CA,San Diego,2702.0,5059.0
65,66,M2399177974,single_family,799000,1.0,2.0,3,San Diego,11034 Ivy Hill Dr,92131,CA,San Diego,1194.0,9000.0
66,67,M2103203634,single_family,950000,0.0,2.0,4,San Diego,5370 Crisp Ct,92117,CA,San Diego,954.0,3596.0
67,68,M1531422679,single_family,1900000,0.0,5.0,5,San Diego,4603-05 Bermuda Ave,92107,CA,San Diego,2001.0,7499.0
68,69,M1321796800,single_family,515000,0.0,3.0,3,San Diego,1433 Pequena St,92154,CA,San Diego,8331.0,17424.0
69,70,M1768746844,single_family,799000,0.0,1.0,2,San Diego,2878 Collier Ave,92116,CA,San Diego,2739.0,8206.0
70,71,M2245203292,single_family,939000,0.0,4.0,5,San Diego,3502 Mount Acomita Ave,92111,CA,San Diego,2228.0,11517.0
71,72,M1901520354,single_family,8250000,1.0,6.0,6,La Jolla,1904 Estrada Way,92037,CA,San Diego,1808.0,2700.0
72,73,M2676172575,single_family,1249000,0.0,3.0,4,San Diego,12655 Sandy Crest Ct,92130,CA,San Diego,899.0,6500.0
73,74,M1571635933,single_family,847000,0.0,3.0,5,San Diego,13939 Barrymore St,92129,CA,San Diego,1044.0,5800.0
74,75,M1520741997,single_family,998000,0.0,3.0,3,San Diego,5051 Savannah St,92110,CA,San Diego,1210.0,7560.0
75,76,M2868706226,single_family,749000,0.0,1.0,3,San Diego,4091 Willamette Ave,92117,CA,San Diego,1679.0,10889.0
76,77,M2576735637,single_family,410000,0.0,2.0,3,San Diego,6335 Newsome Dr,92115,CA,San Diego,1160.0,6103.0
77,78,M1755293839,single_family,843000,0.0,2.0,3,San Diego,5005 Vista Pl,92116,CA,San Diego,1732.0,6300.0
78,79,M1529387726,single_family,719000,0.0,2.0,3,San Diego,12762 Jardin Rd,92128,CA,San Diego,10000.0,22215.0
79,80,M2108787198,single_family,579000,0.0,2.0,3,San Diego,4840 67th St,92115,CA,San Diego,830.0,7196.0
80,81,M2736368413,single_family,949000,0.0,2.0,3,San Diego,4230 Piper St,92117,CA,San Diego,1978.0,6500.0
81,82,M2492631968,single_family,11998000,3.0,6.0,6,La Jolla,8350 Calle Del Cielo,92037,CA,San Diego,3168.0,6800.0
82,83,M1177436762,single_family,520000,1.0,1.0,3,San Diego,3427 39th St,92105,CA,San Diego,2162.0,15246.0
83,84,M2510685865,single_family,749900,0.0,2.0,3,San Diego,8517 Dubonnet St,92123,CA,San Diego,3600.0,7896.0
84,85,M2322965972,single_family,2650000,0.0,3.0,5,San Diego,2130 LA Amatista Rd,92014,CA,San Diego,7654.0,9433.0
85,86,M1375879282,single_family,613600,1.0,2.0,4,San Diego,675 Vista Santo Thomas,92154,CA,San Diego,3839.0,7540.0
86,87,M2616014581,single_family,1198300,0.0,4.0,5,San Diego,17868 Alva Rd,92127,CA,San Diego,1247.0,6504.0
87,88,M2823610400,single_family,5750000,1.0,5.0,6,La Jolla,5751 Chelsea Ave,92037,CA,San Diego,1086.0,5400.0
88,89,M2824006538,single_family,1908000,0.0,4.0,4,San Diego,1891 Titus St,92110,CA,San Diego,1327.0,5800.0
89,90,M2128701732,single_family,650000,0.0,2.0,3,San Diego,2036 S 42nd St,92113,CA,San Diego,1674.0,10200.0
90,91,M1630344283,single_family,485000,0.0,1.0,3,San Diego,2116 Fieger St,92105,CA,San Diego,1540.0,5000.0
91,92,M2896142030,single_family,549900,0.0,2.0,4,San Diego,6704 Pilot Way,92114,CA,San Diego,1329.0,6800.0
92,93,M2174240714,single_family,529900,0.0,2.0,3,San Diego,5018 Palin St,92113,CA,San Diego,4300.0,8646.0
93,94,M2730741256,single_family,1314000,0.0,2.0,4,Pacific Beach,3740 Yosemite St,92109,CA,San Diego,1018.0,7499.0
94,95,M1160119471,single_family,750000,0.0,2.0,3,San Diego,2141 March Pl,92110,CA,San Diego,2518.0,10889.0
95,96,M2562166454,single_family,1988000,1.0,4.0,5,San Diego,6279 Sunrose Crest Way,92130,CA,San Diego,1392.0,6800.0
96,97,M2067167468,single_family,619900,0.0,1.0,3,San Diego,5250 Conrad Ave,92117,CA,San Diego,1818.0,7499.0
97,98,M2077146639,single_family,1425000,1.0,2.0,3,La Jolla,2367 Falkirk Row,92037,CA,San Diego,1490.0,5300.0
98,99,M1182441771,single_family,845000,0.0,2.0,3,San Diego,4861 Field St,92110,CA,San Diego,2245.0,9100.0
99,100,M2390673115,single_family,1750000,0.0,2.0,3,La Jolla,5526 Moonlight Ln,92037,CA,San Diego,1357.0,4359.0
100,101,M1021665153,single_family,625000,0.0,1.0,3,San Diego,7657 Acama St,92126,CA,San Diego,1829.0,17424.0
101,102,M2760224914,single_family,845000,0.0,3.0,5,San Diego,6875 Ridge Manor Dr,92120,CA,San Diego,2612.0,10889.0
102,103,M2854811440,single_family,615000,0.0,2.0,3,San Diego,4102 45th St,92105,CA,San Diego,4812.0,71003.0
103,104,M1170668240,single_family,1795000,0.0,2.0,3,La Jolla,5984 La Jolla Corona Dr,92037,CA,San Diego,2369.0,4870.0
104,105,M1287745328,single_family,1350000,1.0,2.0,3,San Diego,11688 Aspendell Dr,92131,CA,San Diego,3472.0,5712.0
105,106,M2430771268,single_family,3749000,1.0,4.0,3,La Jolla,6105 La Jolla Scenic Dr S,92037,CA,San Diego,2080.0,73616.0
106,107,M2835782606,single_family,1249000,1.0,2.0,4,San Diego,4177 Del Mar Trails Rd,92130,CA,San Diego,1338.0,8171.0
107,108,M1570867197,single_family,1369000,1.0,5.0,5,San Diego,1003 Hayes Ave,92103,CA,San Diego,1342.0,7499.0
108,109,M2619714672,single_family,1095000,1.0,2.0,4,San Diego,12880 Caminito Beso,92130,CA,San Diego,1890.0,10000.0
109,110,M1881651278,single_family,905000,0.0,2.0,2,San Diego,4215 Madison Ave,92116,CA,San Diego,1118.0,11761.0
110,111,M2399856953,single_family,749900,0.0,2.0,4,San Diego,3839 Hatton St,92111,CA,San Diego,5131.0,57935.0
111,112,M1320128056,single_family,840000,0.0,2.0,4,San Diego,6525 Decanture St,92120,CA,San Diego,2597.0,5749.0
112,113,M1962217097,single_family,679000,0.0,2.0,3,San Diego,4542 Chateau Dr,92117,CA,San Diego,2500.0,5717.0
113,114,M2230317764,single_family,4995000,0.0,4.0,6,La Jolla,1419 Inspiration Dr,92037,CA,San Diego,1559.0,7499.0
114,115,M2957120515,single_family,1295000,0.0,3.0,4,San Diego,10942 Cloverhurst Way,92130,CA,San Diego,5289.0,37897.0
115,116,M2307365512,single_family,1399000,0.0,4.0,6,San Diego,4721-23 Edgeware Rd,92116,CA,San Diego,2662.0,4584.0
116,117,M1376961767,single_family,540000,0.0,2.0,4,San Diego,6998 Bullock Dr,92114,CA,San Diego,2500.0,6600.0
117,118,M2617623559,single_family,2100000,1.0,4.0,5,San Diego,15541 Mission Preserve Pl,92131,CA,San Diego,4458.0,16044.0
118,119,M2712954029,single_family,995000,0.0,3.0,4,San Diego,3025 Browning St,92106,CA,San Diego,3178.0,7499.0
119,120,M1453345577,single_family,524999,0.0,3.0,4,San Diego,3972 Kimsue Way,92154,CA,San Diego,1402.0,7499.0
120,121,M2143331287,single_family,2990000,1.0,4.0,4,San Diego,6254 Belmont Trail Ct,92130,CA,San Diego,1270.0,4964.0
121,122,M9579411474,single_family,2795000,1.0,3.0,3,La Jolla,298 Playa Del Sur,92037,CA,San Diego,1407.0,7499.0
122,123,M2593876256,single_family,1350000,0.0,4.0,5,San Diego,13510 Peach Tree Way,92130,CA,San Diego,2937.0,7499.0
123,124,M1549250474,single_family,665000,0.0,2.0,3,San Diego,16432 Sarape Dr,92128,CA,San Diego,1966.0,7499.0
124,125,M2401958367,single_family,615000,0.0,2.0,2,San Diego,5820 Adelaide Ave,92115,CA,San Diego,2110.0,10889.0
125,126,M2434700609,single_family,749900,0.0,2.0,4,San Diego,3417 Aldford Dr,92111,CA,San Diego,1793.0,6000.0
126,127,M2395858156,single_family,1490000,0.0,4.0,3,Del Mar,2780 Cordoba Cv,92014,CA,San Diego,1036.0,2700.0
127,128,M1315183089,single_family,749000,0.0,2.0,3,San Diego,18192 Calle Estepona,92128,CA,San Diego,6888.0,43560.0
128,129,M1168559244,single_family,555000,0.0,2.0,3,San Diego,1762 Donax Ave,92154,CA,San Diego,1700.0,7499.0
129,130,M2298679919,single_family,785000,0.0,2.0,3,San Diego,5011 Mount Casas Dr,92117,CA,San Diego,1595.0,7499.0
130,131,M2732380957,single_family,935000,0.0,2.0,3,San Diego,1959 Pacific Beach Dr,92109,CA,San Diego,1100.0,10889.0
131,132,M1325765209,single_family,2999000,1.0,5.0,5,San Diego,7871 Corte De Luz,92127,CA,San Diego,892.0,9400.0
132,133,M2226905714,single_family,769000,0.0,2.0,3,San Diego,3988 Canning Ave,92111,CA,San Diego,750.0,7499.0
133,134,M2289971061,single_family,720000,1.0,2.0,3,San Diego,5332 Corte Playa Jacinto,92124,CA,San Diego,1032.0,14810.0
134,135,M2583257177,single_family,550000,0.0,2.0,3,San Diego,3770 Nassau Dr,92115,CA,San Diego,1176.0,5000.0
135,136,M1924231729,single_family,1300000,0.0,1.0,2,San Diego,1124 Agate St,92109,CA,San Diego,1219.0,6400.0
136,137,M1461369127,single_family,429000,0.0,1.0,2,San Diego,517 Sears Ave,92114,CA,San Diego,1200.0,7400.0
137,138,M1880086108,single_family,849000,0.0,2.0,2,San Diego,4385 Alder Dr,92116,CA,San Diego,4720.0,24394.0
138,139,M2158812614,single_family,489500,0.0,2.0,3,San Diego,1385 S 50th St,92113,CA,San Diego,3095.0,10889.0
139,140,M1188157981,single_family,549000,0.0,1.0,4,San Diego,6205 Lake Albano Ave,92119,CA,San Diego,1889.0,7499.0
140,141,M1931100035,single_family,740000,0.0,2.0,3,San Diego,4519 Cannington Dr,92117,CA,San Diego,1289.0,5400.0
141,142,M2404369250,single_family,1725000,1.0,4.0,4,San Diego,16428 Irish Eyes Ln,92127,CA,San Diego,2514.0,7499.0
142,143,M1179343654,single_family,7495000,0.0,3.0,3,La Jolla,1640 Torrey Pines Rd,92037,CA,San Diego,1995.0,5100.0
143,144,M2046551300,single_family,889000,1.0,2.0,3,San Diego,11558 Village Ridge Rd,92131,CA,San Diego,1068.0,10889.0
144,145,M2610297730,single_family,1300000,0.0,2.0,3,San Diego,3553 Ingraham St,92109,CA,San Diego,1575.0,7499.0
145,146,M1271247887,single_family,1290000,0.0,3.0,4,San Diego,4632 Corte Mar Asombrosa,92130,CA,San Diego,2223.0,11326.0
146,147,M1290091737,single_family,714900,0.0,2.0,4,San Diego,7857 New Salem St,92126,CA,San Diego,6349.0,33105.0
147,148,M2120577757,single_family,479900,0.0,2.0,3,San Diego,4115 Epsilon St,92113,CA,San Diego,2481.0,21780.0
148,149,M2853609576,single_family,699000,0.0,2.0,3,San Diego,8604 Perseus Rd,92126,CA,San Diego,2990.0,7019.0
149,150,M1470145179,single_family,790000,1.0,2.0,3,San Diego,17006 New Rochelle Way,92127,CA,San Diego,1120.0,2700.0
150,151,M2087806472,single_family,775000,0.0,3.0,2,San Diego,5177 69th St,92115,CA,San Diego,3777.0,10889.0
151,152,M2114687322,single_family,3549000,1.0,6.0,5,San Diego,7775 Sendero Angelica,92127,CA,San Diego,1924.0,7500.0
