property_id,prop_type,price,baths_half,baths_full,beds,city,postal_code,state_code,county,building_size,lot_size
M2308205999,single_family,1299999,0.0,3.0,5,Pleasant Hill,94523,CA,Contra Costa,2560.0,21998.0
M2199060413,single_family,995000,0.0,2.0,4,Oakland,94619,CA,Alameda,1641.0,3136.0
M2836410655,single_family,1095000,0.0,2.0,3,Pleasanton,94588,CA,Alameda,1519.0,9161.0
M2780172007,single_family,1875000,0.0,2.0,3,Corte Madera,94925,CA,Marin,1822.0,6120.0
M1745194402,single_family,1949000,0.0,2.0,5,Oakland,94618,CA,Alameda,2112.0,4240.0
M1297519521,single_family,559000,1.0,2.0,3,Richmond,94801,CA,Contra Costa,1431.0,3969.0
M1054978246,single_family,1995000,1.0,3.0,3,Walnut Creek,94598,CA,Contra Costa,3493.0,22085.0
M2302917262,single_family,998000,0.0,3.0,4,San Francisco,94124,CA,San Francisco,1800.0,1873.0
M1551949702,single_family,625000,0.0,3.0,4,Mill Valley,94941,CA,Marin,1938.0,4861.0
M1817504913,single_family,998000,1.0,1.0,2,Daly City,94015,CA,San Mateo,1300.0,4329.0
M2496491088,single_family,1575000,0.0,4.0,4,San Francisco,94112,CA,San Francisco,2015.0,2663.0
M1309836756,single_family,3395000,0.0,4.0,4,San Francisco,94121,CA,San Francisco,3264.0,2996.0
M1558864689,single_family,699950,1.0,1.0,3,Oakland,94605,CA,Alameda,1337.0,5400.0
M9990825176,single_family,850000,1.0,2.0,2,Oakland,94608,CA,Alameda,1280.0,1921.0
M1505109561,single_family,2995000,1.0,4.0,4,Tiburon,94920,CA,Marin,2885.0,5502.0
M1489210852,single_family,499000,1.0,2.0,3,Vallejo,94591,CA,Solano,1662.0,7692.0
M2679395573,single_family,568000,0.0,1.0,2,Union City,94587,CA,Alameda,704.0,3441.0
M1801535463,single_family,2795000,1.0,3.0,4,Mill Valley,94941,CA,Marin,4285.0,59242.0
M2117758507,single_family,2200000,0.0,3.0,4,Mill Valley,94941,CA,Marin,2215.0,5502.0
M1275275300,single_family,1125000,0.0,2.0,2,Redwood City,94063,CA,San Mateo,1280.0,3000.0
M2213027254,single_family,499000,0.0,2.0,4,Vallejo,94590,CA,Solano,2272.0,6499.0
M1025454509,single_family,799000,1.0,1.0,2,San Leandro,94577,CA,Alameda,1113.0,16124.0
M1075687593,single_family,890000,1.0,2.0,3,Dublin,94568,CA,Alameda,1590.0,3195.0
M1740040329,single_family,1600000,0.0,3.0,6,Alameda,94501,CA,Alameda,2597.0,7110.0
M2774568786,single_family,899999,0.0,2.0,3,Pleasanton,94566,CA,Alameda,1159.0,6500.0
M2495607313,single_family,849000,1.0,1.0,2,San Leandro,94577,CA,Alameda,1700.0,14100.0
M1214328850,single_family,2099998,1.0,3.0,5,Fremont,94555,CA,Alameda,3202.0,5400.0
M1931114189,single_family,1100000,0.0,2.0,3,Oakland,94611,CA,Alameda,1694.0,6776.0
M1341827840,single_family,678888,0.0,4.0,5,Oakland,94603,CA,Alameda,1752.0,3525.0
M1933330550,single_family,1249800,0.0,2.0,3,Fremont,94536,CA,Alameda,1708.0,6400.0
M1600960683,single_family,1375000,1.0,1.0,2,Oakland,94618,CA,Alameda,1140.0,4000.0
M2216276330,single_family,728000,1.0,1.0,3,San Lorenzo,94580,CA,Alameda,1482.0,5400.0
M1468555554,single_family,1895000,1.0,3.0,4,San Francisco,94131,CA,San Francisco,2943.0,3659.0
M2800081436,single_family,1000000,0.0,2.0,3,Berkeley,94710,CA,Alameda,1382.0,5300.0
M1321355081,single_family,1595000,0.0,2.0,2,San Francisco,94127,CA,San Francisco,2050.0,3149.0
M2224594859,single_family,379000,0.0,1.0,2,Oakland,94621,CA,Alameda,969.0,6250.0
M1745194402,single_family,1949000,0.0,2.0,5,Oakland,94618,CA,Alameda,2112.0,4240.0
M2302917262,single_family,998000,0.0,3.0,4,San Francisco,94124,CA,San Francisco,1800.0,1873.0
M1817504913,single_family,998000,1.0,1.0,2,Daly City,94015,CA,San Mateo,1300.0,4329.0
M2496491088,single_family,1575000,0.0,4.0,4,San Francisco,94112,CA,San Francisco,2015.0,2663.0
M1309836756,single_family,3395000,0.0,4.0,4,San Francisco,94121,CA,San Francisco,3264.0,2996.0
M9990825176,single_family,850000,1.0,2.0,2,Oakland,94608,CA,Alameda,1280.0,1921.0
M1505109561,single_family,2995000,1.0,4.0,4,Tiburon,94920,CA,Marin,2885.0,5502.0
M1740040329,single_family,1600000,0.0,3.0,6,Alameda,94501,CA,Alameda,2597.0,7110.0
M1600960683,single_family,1375000,1.0,1.0,2,Oakland,94618,CA,Alameda,1140.0,4000.0
M1755617493,single_family,1300000,0.0,4.0,6,Alameda,94501,CA,Alameda,2740.0,3381.0
M1311627905,single_family,1245000,1.0,1.0,3,Oakland,94611,CA,Alameda,1450.0,3000.0
M1570626206,single_family,1999900,0.0,4.0,4,Oakland,94609,CA,Alameda,1954.0,5320.0
M1244661007,single_family,1899000,0.0,4.0,4,Oakland,94610,CA,Alameda,3398.0,5160.0
M1755915621,single_family,1095000,0.0,2.0,4,Alameda,94501,CA,Alameda,1607.0,3200.0
M2422279311,single_family,2995000,1.0,4.0,5,Piedmont,94611,CA,Alameda,3060.0,6816.0
M2706782098,single_family,875000,0.0,1.0,2,Brisbane,94005,CA,San Mateo,740.0,3100.0
M1982790679,single_family,998000,1.0,2.0,3,Alameda,94502,CA,Alameda,1666.0,3575.0
M1645304037,single_family,7277000,1.0,5.0,6,Belvedere,94920,CA,Marin,5574.0,18731.0
M2612183405,single_family,945000,0.0,1.0,2,Oakland,94607,CA,Alameda,960.0,6450.0
M2600571716,single_family,2395000,1.0,3.0,3,San Francisco,94110,CA,San Francisco,2020.0,1773.0
M2499177904,single_family,799000,0.0,2.0,2,Daly City,94014,CA,San Mateo,1321.0,1412720.0
M1825849274,single_family,898000,0.0,2.0,3,Oakland,94619,CA,Alameda,1530.0,5520.0
M2390394247,single_family,800000,0.0,1.0,3,Daly City,94015,CA,San Mateo,1170.0,6762.0
M1594605938,single_family,888888,0.0,2.0,3,Daly City,94015,CA,San Mateo,1230.0,3400.0
M2422559800,single_family,2350000,0.0,2.0,3,Sausalito,94965,CA,Marin,1966.0,1999.0
M2893879813,single_family,2850000,1.0,3.0,4,Berkeley,94703,CA,Alameda,3233.0,6750.0
M1858196112,single_family,799000,0.0,1.0,2,Oakland,94619,CA,Alameda,1143.0,3600.0
M2366105015,single_family,385000,0.0,2.0,4,Oakland,94602,CA,Alameda,1417.0,2500.0
M1404904560,single_family,1595000,1.0,1.0,4,Oakland,94609,CA,Alameda,2334.0,4400.0
M1287543499,single_family,3695000,0.0,3.0,4,San Francisco,94127,CA,San Francisco,3680.0,5340.0
M2861456059,single_family,1395000,0.0,2.0,3,San Francisco,94131,CA,San Francisco,1267.0,2927.0
M2746590287,single_family,500000,0.0,1.0,2,Oakland,94601,CA,Alameda,720.0,2380.0
M2819420076,single_family,2595000,1.0,4.0,4,San Francisco,94116,CA,San Francisco,2550.0,3114.0
M1511471399,single_family,850000,0.0,1.0,1,San Francisco,94122,CA,San Francisco,489.0,2996.0
M1212467634,single_family,2995000,1.0,3.0,4,San Francisco,94110,CA,San Francisco,3015.0,1750.0
M2711090365,single_family,1389000,0.0,3.0,5,Berkeley,94703,CA,Alameda,2733.0,6650.0
M2077592853,single_family,1599000,0.0,3.0,4,San Francisco,94112,CA,San Francisco,1585.0,136778400.0
M2424605086,single_family,5595000,0.0,5.0,4,San Francisco,94114,CA,San Francisco,4587.0,2665.0
M2809979655,single_family,629000,0.0,1.0,2,Oakland,94602,CA,Alameda,824.0,4520.0
M1392979458,single_family,899000,0.0,3.0,3,Oakland,94608,CA,Alameda,2190.0,3535.0
M1875571029,single_family,2475000,1.0,2.0,3,San Francisco,94122,CA,San Francisco,2325.0,3000.0
M1887151749,single_family,879000,0.0,2.0,3,Oakland,94619,CA,Alameda,1940.0,6250.0
M2844451417,single_family,1299000,0.0,1.0,3,San Francisco,94127,CA,San Francisco,1450.0,2731.0
M1686746883,single_family,1520000,0.0,1.0,2,Oakland,94618,CA,Alameda,1532.0,4000.0
M2493578047,single_family,1500000,0.0,2.0,3,San Francisco,94122,CA,San Francisco,1402.0,2060.0
M2866956897,single_family,1288000,0.0,1.0,2,San Francisco,94122,CA,San Francisco,1259.0,2996.0
M2985566169,single_family,2150000,0.0,2.0,3,San Francisco,94110,CA,San Francisco,1970.0,2500.0
M2680840721,single_family,2999000,1.0,3.0,4,San Francisco,94117,CA,San Francisco,3196.0,1999.0
M1662251786,single_family,525000,0.0,1.0,1,Oakland,94601,CA,Alameda,808.0,2500.0
M1390755638,single_family,1299000,0.0,2.0,2,San Francisco,94116,CA,San Francisco,1428.0,2996.0
M1257704087,single_family,1395000,0.0,2.0,3,Oakland,94610,CA,Alameda,2481.0,10136.0
M2013276572,single_family,1198000,0.0,3.0,4,Alameda,94501,CA,Alameda,2213.0,3360.0
M2378738934,single_family,1499000,0.0,2.0,3,San Francisco,94127,CA,San Francisco,2060.0,2543.0
M2405007541,single_family,4950000,1.0,4.0,5,Sausalito,94965,CA,Marin,4845.0,11761.0
M2874372820,single_family,1300000,0.0,1.0,2,San Francisco,94122,CA,San Francisco,1100.0,2996.0
M2430311115,single_family,1949000,1.0,2.0,3,Sausalito,94965,CA,Marin,2056.0,13939.0
M1775775219,single_family,1199000,0.0,2.0,3,Oakland,94609,CA,Alameda,1380.0,3300.0
M1189470146,single_family,1220000,0.0,1.0,3,Oakland,94610,CA,Alameda,1345.0,4500.0
M2523781130,single_family,1249000,0.0,2.0,4,San Francisco,94134,CA,San Francisco,1979.0,2375.0
M2440119089,single_family,699000,0.0,2.0,3,San Francisco,94112,CA,San Francisco,1830.0,2500.0
M2407447466,single_family,3495000,2.0,3.0,4,Piedmont,94611,CA,Alameda,4808.0,10004.0
M2440226974,single_family,1095000,0.0,2.0,3,Oakland,94602,CA,Alameda,1386.0,5160.0
M2800491361,single_family,1650000,1.0,2.0,5,Berkeley,94703,CA,Alameda,2199.0,5200.0
M1678476992,single_family,1195000,1.0,1.0,4,Alameda,94501,CA,Alameda,2051.0,4240.0
M1870061203,single_family,895000,0.0,1.0,2,Alameda,94501,CA,Alameda,1195.0,4900.0
M2587121157,single_family,899900,0.0,1.0,2,Daly City,94014,CA,San Mateo,1060.0,3000.0
M2411583986,single_family,3695000,1.0,3.0,4,Piedmont,94611,CA,Alameda,3828.0,7544.0
M2379833403,single_family,3600000,2.0,2.0,4,Piedmont,94611,CA,Alameda,3205.0,16758.0
M2375473288,single_family,2200000,0.0,3.0,4,Piedmont,94611,CA,Alameda,3120.0,6000.0
M2682730983,single_family,879000,1.0,1.0,2,Berkeley,94702,CA,Alameda,1012.0,3850.0
M1074878105,single_family,985000,0.0,3.0,4,Oakland,94602,CA,Alameda,2176.0,4067.0
M2445103279,single_family,4895000,1.0,3.0,4,San Francisco,94123,CA,San Francisco,3800.0,3062.0
M1131994690,single_family,1199000,0.0,2.0,2,Oakland,94602,CA,Alameda,1620.0,5390.0
M1584668007,single_family,950000,0.0,2.0,3,San Francisco,94134,CA,San Francisco,1400.0,2495.0
M1207433062,single_family,695000,0.0,2.0,2,Oakland,94608,CA,Alameda,1431.0,1431.0
M1766141775,single_family,2288888,0.0,5.0,5,San Francisco,94127,CA,San Francisco,2470.0,5323.0
M1862453418,single_family,3395000,0.0,4.0,4,San Francisco,94118,CA,San Francisco,3660.0,3300.0
M1561309720,single_family,880000,0.0,1.0,3,Oakland,94608,CA,Alameda,1140.0,5400.0
M2731833738,single_family,998000,0.0,1.0,2,San Francisco,94112,CA,San Francisco,1002.0,1500.0
M1455131591,single_family,975000,0.0,2.0,2,San Francisco,94112,CA,San Francisco,1700.0,1646.0
M1394725424,single_family,4450000,1.0,3.0,3,San Francisco,94109,CA,San Francisco,3100.0,980.0
M2268870009,single_family,1190000,1.0,2.0,3,Daly City,94014,CA,San Mateo,1670.0,3360.0
M2713168576,single_family,4795000,1.0,4.0,4,San Francisco,94109,CA,San Francisco,3535.0,3438.0
M1636590838,single_family,1675000,0.0,2.0,3,San Francisco,94110,CA,San Francisco,1960.0,1750.0
M2327236637,single_family,999000,1.0,2.0,3,Oakland,94610,CA,Alameda,2046.0,3457.0
M2027775774,single_family,865000,0.0,2.0,2,Oakland,94608,CA,Alameda,1796.0,3500.0
M1228104320,single_family,2695000,1.0,3.0,5,San Francisco,94127,CA,San Francisco,2720.0,6744.0
M2359546209,single_family,699000,0.0,2.0,3,Oakland,94602,CA,Alameda,1159.0,3800.0
M1302085440,single_family,1649000,0.0,2.0,3,San Francisco,94121,CA,San Francisco,1506.0,2495.0
M1508578412,single_family,1494000,0.0,2.0,3,Oakland,94611,CA,Alameda,1725.0,6644.0
M1158725743,single_family,1895000,0.0,2.0,3,Oakland,94610,CA,Alameda,2355.0,7950.0
M1377614517,single_family,595000,0.0,1.0,2,Oakland,94619,CA,Alameda,1064.0,3072.0
M2779656550,single_family,999000,0.0,2.0,4,Oakland,94612,CA,Alameda,2549.0,2800.0
M1879094144,single_family,988000,0.0,1.0,2,Daly City,94015,CA,San Mateo,1050.0,3400.0
M1860927898,single_family,1195000,1.0,1.0,3,Oakland,94609,CA,Alameda,1189.0,2500.0
M1395963882,single_family,1199000,0.0,2.0,3,Albany,94706,CA,Alameda,1602.0,3800.0
M1404547186,single_family,1399000,0.0,3.0,3,San Francisco,94124,CA,San Francisco,2564.0,2495.0
M2352402949,single_family,8700000,0.0,6.0,6,San Francisco,94115,CA,San Francisco,7475.0,3188.0
M1184680571,single_family,1650000,0.0,6.0,6,Daly City,94014,CA,San Mateo,3492.0,2700.0
M2646531231,single_family,565000,0.0,1.0,3,Oakland,94601,CA,Alameda,1195.0,8910.0
M2625524612,single_family,799000,0.0,2.0,3,Oakland,94607,CA,Alameda,1337.0,3125.0
M1191519773,single_family,1795000,1.0,3.0,4,Oakland,94610,CA,Alameda,2753.0,5781.0
M1269082336,single_family,895000,0.0,1.0,2,San Francisco,94116,CA,San Francisco,800.0,3000.0
M2855965828,single_family,689000,0.0,1.0,2,Oakland,94602,CA,Alameda,832.0,2750.0
M2791350597,single_family,949000,0.0,1.0,3,San Francisco,94112,CA,San Francisco,1552.0,3148.0
M2703287262,single_family,549888,1.0,1.0,2,Oakland,94602,CA,Alameda,1060.0,2500.0
M2165837840,single_family,849000,0.0,2.0,4,Oakland,94606,CA,Alameda,2209.0,6750.0
M2427998211,single_family,4995000,1.0,4.0,5,San Francisco,94123,CA,San Francisco,3645.0,2996.0
M1478914721,single_family,1240000,1.0,2.0,3,Oakland,94609,CA,Alameda,1700.0,3075.0
M2160145139,single_family,4900000,1.0,3.0,4,San Francisco,94117,CA,San Francisco,3700.0,2750.0
M2730074016,single_family,1895000,0.0,2.0,3,San Francisco,94114,CA,San Francisco,1531.0,1724.0
M9281948417,single_family,3495000,1.0,5.0,5,Piedmont,94611,CA,Alameda,5083.0,20250.0
M2410801401,single_family,3200000,1.0,4.0,5,Piedmont,94611,CA,Alameda,5015.0,10094.0
M2685336450,single_family,599000,0.0,2.0,4,Oakland,94607,CA,Alameda,1952.0,3125.0
M2945934802,single_family,3000000,1.0,3.0,4,San Francisco,94118,CA,San Francisco,2825.0,2340.0
M1921224958,single_family,4500000,1.0,3.0,5,San Francisco,94114,CA,San Francisco,3190.0,4500.0
M2176347600,single_family,1088000,0.0,2.0,3,San Francisco,94112,CA,San Francisco,1079.0,3371.0
M1942681917,single_family,899000,0.0,1.0,2,San Francisco,94112,CA,San Francisco,1175.0,2500.0
M1793864487,single_family,1745000,0.0,2.0,3,San Francisco,94110,CA,San Francisco,1475.0,2487.0
M1514804973,single_family,799000,0.0,1.0,2,Albany,94706,CA,Alameda,830.0,2500.0
M2142996966,single_family,1150000,0.0,2.0,3,Alameda,94501,CA,Alameda,1451.0,6580.0
M1307931118,single_family,3595000,0.0,4.0,5,San Francisco,94131,CA,San Francisco,2837.0,1724.0
M1207227169,single_family,1195000,0.0,2.0,3,San Francisco,94131,CA,San Francisco,1012.0,3123.0
M1064518173,single_family,644000,1.0,2.0,4,Oakland,94606,CA,Alameda,1492.0,2860.0
M2029559437,single_family,1295000,1.0,2.0,3,Alameda,94502,CA,Alameda,1962.0,4788.0
M2561611137,single_family,1995000,0.0,3.0,4,San Francisco,94118,CA,San Francisco,2336.0,3450.0
M2993497517,single_family,1998000,0.0,2.0,3,San Francisco,94118,CA,San Francisco,1829.0,3000.0
M2775560446,single_family,998000,1.0,1.0,3,Berkeley,94703,CA,Alameda,1378.0,2550.0
M2407680050,single_family,1850000,0.0,3.0,4,San Francisco,94122,CA,San Francisco,1903.0,2996.0
M2218833159,single_family,1370000,0.0,3.0,4,Alameda,94502,CA,Alameda,2051.0,4050.0
M1819651755,single_family,1195000,0.0,2.0,3,Oakland,94618,CA,Alameda,1495.0,5208.0
M2453642713,single_family,899000,0.0,1.0,2,Oakland,94602,CA,Alameda,1264.0,4187.0
M2791318406,single_family,998000,0.0,1.0,2,San Francisco,94121,CA,San Francisco,1395.0,2996.0
M1712486277,single_family,675000,0.0,1.0,2,Oakland,94601,CA,Alameda,917.0,2500.0
M2316320864,single_family,1850000,0.0,3.0,5,Alameda,94502,CA,Alameda,2648.0,6121.0
M1709292778,single_family,1598000,0.0,3.0,4,Oakland,94609,CA,Alameda,1733.0,4160.0
M1750323345,single_family,1845000,0.0,2.0,3,San Francisco,94127,CA,San Francisco,2249.0,4460.0
M1599473959,single_family,1295000,0.0,1.0,2,San Francisco,94134,CA,San Francisco,1595.0,2060.0
M2824084616,single_family,1098000,0.0,1.0,2,San Francisco,94112,CA,San Francisco,1200.0,2822.0
M2988110860,single_family,1475000,0.0,4.0,5,Oakland,94602,CA,Alameda,2731.0,5200.0
M1511037964,single_family,1199000,0.0,3.0,4,Oakland,94608,CA,Alameda,2266.0,2550.0
M2114697594,single_family,599999,0.0,1.0,3,Oakland,94605,CA,Alameda,1258.0,9148.0
M2761645728,single_family,650000,0.0,1.0,2,Oakland,94602,CA,Alameda,1240.0,5600.0
M2999655844,single_family,1675000,1.0,1.0,3,San Francisco,94131,CA,San Francisco,1242.0,2556.0
M2108552627,single_family,1088000,0.0,3.0,4,San Francisco,94112,CA,San Francisco,1600.0,2700.0
M2961682734,single_family,1295000,0.0,3.0,3,Oakland,94608,CA,Alameda,1947.0,3554.0
M9659313324,single_family,1395000,1.0,2.0,4,Oakland,94608,CA,Alameda,2026.0,2810.0
M1947087522,single_family,1595000,1.0,2.0,3,San Francisco,94131,CA,San Francisco,1746.0,1873.0
M2655340515,single_family,848000,0.0,2.0,4,Berkeley,94702,CA,Alameda,1517.0,3675.0
M2963487061,single_family,1950000,0.0,2.0,3,San Francisco,94121,CA,San Francisco,2200.0,2500.0
M2839568814,single_family,699000,0.0,1.0,2,Oakland,94602,CA,Alameda,1038.0,2800.0
M2375849157,single_family,998000,0.0,1.0,2,Brisbane,94005,CA,San Mateo,970.0,7200.0
M2219407434,single_family,875000,0.0,1.0,2,San Francisco,94132,CA,San Francisco,630.0,2661.0
M2857052380,single_family,3100000,0.0,2.0,3,San Francisco,94133,CA,San Francisco,1570.0,1408.0
M2632088309,single_family,3675000,1.0,5.0,5,Oakland,94611,CA,Alameda,6088.0,8577.0
M9250980128,single_family,1786995,1.0,3.0,4,Daly City,94014,CA,San Mateo,3028.0,2871.0
M1220509558,single_family,2597000,1.0,3.0,3,Tiburon,94920,CA,Marin,2406.0,4500.0
M1895252980,single_family,695000,1.0,1.0,3,Alameda,94501,CA,Alameda,1176.0,4920.0
M1965135274,single_family,19950000,0.0,6.0,5,San Francisco,94115,CA,San Francisco,7050.0,3830.0
M2132273026,single_family,3595000,1.0,5.0,4,San Francisco,94109,CA,San Francisco,3350.0,3300.0
M2292542044,single_family,699000,0.0,1.0,3,Oakland,94602,CA,Alameda,1019.0,2501.0
M2575121523,single_family,1298000,1.0,2.0,3,Daly City,94015,CA,San Mateo,1520.0,5301.0
M2224140392,single_family,550000,0.0,2.0,3,Oakland,94601,CA,Alameda,1592.0,4640.0
M1092347641,single_family,1100000,0.0,1.0,2,San Francisco,94134,CA,San Francisco,1043.0,2996.0
M2815383217,single_family,699000,0.0,1.0,2,Oakland,94602,CA,Alameda,1277.0,4500.0
M1736161523,single_family,950000,0.0,2.0,3,Oakland,94608,CA,Alameda,1481.0,4578.0
M2194495350,single_family,550000,0.0,2.0,3,Oakland,94606,CA,Alameda,1548.0,3500.0
M1838468672,single_family,1450000,0.0,1.0,2,San Francisco,94116,CA,San Francisco,1275.0,3698.0
M1330433450,single_family,2895000,1.0,3.0,5,San Francisco,94122,CA,San Francisco,2814.0,5784.0
M1669556676,single_family,1588000,0.0,4.0,3,San Francisco,94112,CA,San Francisco,2659.0,2500.0
M2424687077,single_family,617000,0.0,1.0,2,Oakland,94602,CA,Alameda,806.0,2926.0
M1660999265,single_family,1600000,1.0,2.0,3,Alameda,94501,CA,Alameda,3037.0,4800.0
M1853042039,single_family,1825000,0.0,3.0,4,Oakland,94611,CA,Alameda,2825.0,44528.0
M1984014922,single_family,2395000,1.0,3.0,5,San Francisco,94121,CA,San Francisco,2855.0,2374.0
M1801402816,single_family,850000,0.0,2.0,3,Oakland,94619,CA,Alameda,1840.0,4500.0
M1003143582,single_family,1050000,0.0,1.0,2,Berkeley,94702,CA,Alameda,1014.0,4050.0
M2785063261,single_family,1299000,0.0,2.0,3,Berkeley,94702,CA,Alameda,1568.0,3500.0
M2633115492,single_family,800000,0.0,4.0,5,Oakland,94601,CA,Alameda,2308.0,3894.0
M2596296741,single_family,416000,0.0,1.0,2,Oakland,94601,CA,Alameda,882.0,2214.0
M1717860245,single_family,995000,0.0,1.0,3,San Francisco,94112,CA,San Francisco,986.0,3938.0
M1963882417,single_family,1398000,0.0,2.0,3,San Jose,95129,CA,Santa Clara,2943.0,5558.0
M1108442798,single_family,3698000,1.0,3.0,4,Saratoga,95070,CA,Santa Clara,1382.0,7224.0
M2522092026,single_family,818000,0.0,2.0,5,Newark,94560,CA,Alameda,2050.0,5000.0
M2372954641,single_family,969696,0.0,3.0,5,Morgan Hill,95037,CA,Santa Clara,969.0,5009.0
M2959401747,single_family,1748000,0.0,2.0,3,Sunnyvale,94086,CA,Santa Clara,2112.0,6512.0
M2381791011,single_family,7500000,1.0,3.0,5,Palo Alto,94301,CA,Santa Clara,1800.0,10999.0
M2598941795,single_family,1200000,0.0,3.0,4,Morgan Hill,95037,CA,Santa Clara,1300.0,5169.0
M2671667431,single_family,1398000,0.0,2.0,2,Redwood City,94063,CA,San Mateo,2015.0,7500.0
M1649140564,single_family,850000,0.0,2.0,3,San Jose,95127,CA,Santa Clara,3264.0,6609.0
M2321845763,single_family,825000,0.0,2.0,3,San Jose,95122,CA,Santa Clara,1280.0,6012.0
M1219790285,single_family,1998000,0.0,2.0,3,Mountain View,94041,CA,Santa Clara,2885.0,5925.0
M1126336778,single_family,1075000,1.0,2.0,4,Newark,94560,CA,Alameda,2597.0,4180.0
M2614697893,single_family,998888,0.0,2.0,4,Newark,94560,CA,Alameda,1140.0,7000.0
M2827841169,single_family,23800000,4.0,6.0,6,Monte Sereno,95030,CA,Santa Clara,2740.0,243936.0
M1140569098,single_family,1398888,1.0,2.0,4,San Jose,95148,CA,Santa Clara,1450.0,9809.0
M1087153704,single_family,1699888,0.0,3.0,5,San Jose,95120,CA,Santa Clara,1954.0,10067.0
M2954306891,single_family,1150000,1.0,2.0,4,San Jose,95120,CA,Santa Clara,3398.0,3044.0
M2068722977,single_family,5888000,0.0,4.0,4,Los Altos Hills,94022,CA,Santa Clara,1607.0,53239.0
M1120437265,single_family,637500,0.0,1.0,3,San Jose,95122,CA,Santa Clara,3060.0,5829.0
M1818399326,single_family,1495000,0.0,2.0,3,San Jose,95128,CA,Santa Clara,740.0,7663.0
M2947003561,single_family,2398000,0.0,2.0,4,Palo Alto,94306,CA,Santa Clara,1666.0,8716.0
M1321644313,single_family,1588888,0.0,3.0,3,San Jose,95126,CA,Santa Clara,5574.0,6443.0
M1084102879,single_family,1298888,0.0,2.0,3,Fremont,94539,CA,Alameda,960.0,8832.0
M1028427561,single_family,2099888,0.0,3.0,5,Fremont,94539,CA,Alameda,2020.0,7841.0
M2739746041,single_family,1950000,1.0,2.0,5,San Jose,95120,CA,Santa Clara,1267.0,11927.0
M1062869608,single_family,1330000,0.0,2.0,3,San Jose,95128,CA,Santa Clara,720.0,5759.0
M2047962698,single_family,1099950,1.0,2.0,3,Milpitas,95035,CA,Santa Clara,2550.0,2261.0
M2027134185,single_family,5350000,1.0,4.0,5,Los Altos,94024,CA,Santa Clara,489.0,26140.0
M1347242958,single_family,1598000,0.0,2.0,4,Campbell,95008,CA,Santa Clara,3015.0,7840.0
M1687902310,single_family,2000000,0.0,2.0,4,Sunnyvale,94087,CA,Santa Clara,2733.0,8183.0
M2404722070,single_family,2198000,1.0,5.0,4,San Jose,95138,CA,Santa Clara,1585.0,11029.0
M2576990017,single_family,2995000,0.0,2.0,4,Palo Alto,94303,CA,Santa Clara,4587.0,7460.0
M1549479969,single_family,1999999,0.0,4.0,6,Fremont,94539,CA,Alameda,824.0,6092.0
M2676900009,single_family,2698000,0.0,2.0,3,Palo Alto,94306,CA,Santa Clara,2190.0,6330.0
M2431067134,single_family,2999950,0.0,1.0,2,Menlo Park,94025,CA,San Mateo,2325.0,5618.0
M2542854414,single_family,5780000,0.0,5.0,6,Palo Alto,94303,CA,Santa Clara,1940.0,8097.0
M2538709579,single_family,1038888,1.0,2.0,4,San Jose,95138,CA,Santa Clara,1450.0,5678.0
M2925616058,single_family,2198000,0.0,2.0,4,Saratoga,95070,CA,Santa Clara,1532.0,5237.0
M1282881526,single_family,2488000,0.0,2.0,3,Mountain View,94041,CA,Santa Clara,1402.0,7738.0
M1337599302,single_family,3995000,0.0,2.0,3,Palo Alto,94301,CA,Santa Clara,1259.0,7500.0
M1265825097,single_family,3998000,0.0,3.0,5,Palo Alto,94301,CA,Santa Clara,1970.0,10968.0
M2620952457,single_family,1649000,0.0,2.0,3,Sunnyvale,94086,CA,Santa Clara,3196.0,5720.0
M1325852307,single_family,1695000,0.0,3.0,7,Campbell,95008,CA,Santa Clara,808.0,6004.0
M9134595334,single_family,5198000,1.0,5.0,6,Palo Alto,94303,CA,Santa Clara,1428.0,9780.0
M1713725591,single_family,2099000,1.0,2.0,4,San Jose,95125,CA,Santa Clara,2481.0,6054.0
M2851984762,single_family,1725000,0.0,3.0,3,San Jose,95124,CA,Santa Clara,2213.0,9600.0
M2444572751,single_family,1899000,0.0,2.0,3,Sunnyvale,94087,CA,Santa Clara,2060.0,8773.0
M1093610953,single_family,3999000,1.0,2.0,4,Saratoga,95070,CA,Santa Clara,4845.0,86567.0
M1214328850,single_family,2099998,1.0,3.0,5,Fremont,94555,CA,Alameda,1100.0,5400.0
M1933330550,single_family,1249800,0.0,2.0,3,Fremont,94536,CA,Alameda,2056.0,6400.0
M2076287963,single_family,5495000,1.0,3.0,5,Los Altos Hills,94022,CA,Santa Clara,1380.0,42715.0
M2804140458,single_family,1499000,0.0,2.0,4,Santa Clara,95051,CA,Santa Clara,1060.0,6802.0
M2154948144,single_family,1499000,0.0,3.0,4,Morgan Hill,95037,CA,Santa Clara,3828.0,57652.0
M2409777734,single_family,1880000,1.0,1.0,2,Palo Alto,94301,CA,Santa Clara,3205.0,1816.0
M2101276780,single_family,1299950,0.0,3.0,5,Fremont,94538,CA,Alameda,3120.0,7228.0
M1076658006,single_family,750000,0.0,1.0,3,San Jose,95133,CA,Santa Clara,1012.0,6706.0
M2590460693,single_family,4998000,0.0,6.0,7,Saratoga,95070,CA,Santa Clara,2176.0,43926.0
M9836808115,single_family,1848000,0.0,3.0,4,Santa Clara,95050,CA,Santa Clara,3800.0,4250.0
