,property_id,prop_type,price,baths_half,baths_full,beds,city,postal_code,state_code,county,building_size
60,M1999277266,condo,240000.0,0.0,1.0,2,Citrus Heights,95621,CA,Sacramento,1050
61,M1914567313,condo,268500.0,0.0,2.0,3,Antelope,95843,CA,Sacramento,1193
62,M2356434059,condo,275000.0,1.0,1.0,2,Citrus Heights,95610,CA,Sacramento,1190
63,M2693272473,condo,194999.0,0.0,2.0,2,Sacramento,95826,CA,Sacramento,890
64,M2556508332,condo,159000.0,0.0,1.0,2,Sacramento,95842,CA,Sacramento,840
65,M2009932756,condo,135000.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,668
66,M2952138373,condo,285000.0,0.0,2.0,3,Sacramento,95826,CA,Sacramento,1326
67,M2049763506,condo,198000.0,0.0,1.0,2,Elk Grove,95624,CA,Sacramento,840
68,M2884891017,condo,200000.0,0.0,1.0,2,Sacramento,95838,CA,Sacramento,781
69,M1450602966,condo,349900.0,0.0,1.0,2,Sacramento,95814,CA,Sacramento,950
70,M2413590569,condo,230000.0,0.0,2.0,3,Sacramento,95824,CA,Sacramento,1040
71,M2447960283,condo,450000.0,0.0,2.0,3,Roseville,95678,CA,Placer,1769
72,M1910696121,condo,239000.0,1.0,1.0,3,Citrus Heights,95621,CA,Sacramento,1323
73,M1820251679,condo,300000.0,0.0,2.0,3,Sacramento,95842,CA,Sacramento,1085
74,M1102861466,condo,390000.0,1.0,2.0,3,Sacramento,95831,CA,Sacramento,1550
75,M2455577913,condo,184900.0,1.0,1.0,3,Sacramento,95823,CA,Sacramento,1323
76,M9181592047,condo,150000.0,0.0,1.0,1,Sacramento,95826,CA,Sacramento,611
77,M1318645121,condo,423000.0,1.0,2.0,3,Roseville,95747,CA,Placer,1820
78,M2038533895,condo,339500.0,0.0,2.0,2,Roseville,95747,CA,Placer,1063
79,M2666509842,condo,289000.0,0.0,2.0,2,Roseville,95678,CA,Placer,1016
80,M2423093384,condo,235000.0,0.0,2.0,3,Sacramento,95824,CA,Sacramento,1042
81,M2554740660,condo,459000.0,0.0,2.0,3,Sacramento,95825,CA,Sacramento,1637
82,M1248019343,condo,209000.0,0.0,2.0,2,Rancho Cordova,95670,CA,Sacramento,941
83,M2842341563,condo,150000.0,0.0,1.0,2,Sacramento,95833,CA,Sacramento,956
84,M2821300798,condo,139900.0,0.0,1.0,2,Sacramento,95842,CA,Sacramento,840
85,M2953580402,condo,239500.0,0.0,2.0,2,Sacramento,95825,CA,Sacramento,967
86,M1221588833,condo,309500.0,0.0,2.0,4,Carmichael,95608,CA,Sacramento,1872
87,M1886435992,condo,379950.0,1.0,2.0,4,Citrus Heights,95621,CA,Sacramento,1948
88,M2358725380,condo,187000.0,0.0,1.0,2,Sacramento,95821,CA,Sacramento,952
89,M2858140763,condo,105000.0,0.0,1.0,2,Sacramento,95823,CA,Sacramento,924
90,M2930065592,condo,195000.0,0.0,1.0,2,Sacramento,95825,CA,Sacramento,1000
91,M1953701019,condo,196000.0,0.0,1.0,2,Citrus Heights,95621,CA,Sacramento,958
92,M2079624564,condo,439000.0,1.0,1.0,2,Sacramento,95814,CA,Sacramento,1014
93,M2805877495,condo,210000.0,0.0,1.0,1,Elk Grove,95758,CA,Sacramento,722
94,M2883520430,condo,199000.0,0.0,2.0,2,Fair Oaks,95628,CA,Sacramento,994
95,M1135140099,condo,410000.0,1.0,2.0,2,Gold River,95670,CA,Sacramento,1564
96,M2941059045,condo,279000.0,0.0,2.0,2,Sacramento,95825,CA,Sacramento,1099
97,M2598080951,condo,449000.0,3.0,3.0,3,Sacramento,95825,CA,Sacramento,1776
98,M2222384336,condo,169900.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,682
99,M2701720715,condo,179000.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,701
100,M2760580085,condo,269900.0,0.0,1.0,3,Sacramento,95826,CA,Sacramento,1191
101,M2941319906,condo,195000.0,0.0,1.0,2,Sacramento,95825,CA,Sacramento,781
102,M2705315365,condo,210000.0,0.0,1.0,2,Elk Grove,95624,CA,Sacramento,840
103,M1279241172,condo,355000.0,0.0,2.0,2,Sacramento,95831,CA,Sacramento,1325
104,M1148704902,condo,325000.0,1.0,2.0,3,Sacramento,95834,CA,Sacramento,1522
105,M1932232687,condo,245000.0,0.0,1.0,2,Sacramento,95823,CA,Sacramento,857
106,M2361539494,condo,325000.0,0.0,2.0,2,Citrus Heights,95610,CA,Sacramento,1649
107,M1353484376,condo,299000.0,1.0,2.0,3,Fair Oaks,95628,CA,Sacramento,1746
108,M1981911337,condo,259950.0,0.0,2.0,2,Citrus Heights,95621,CA,Sacramento,1060
109,M1951465062,condo,274900.0,1.0,2.0,3,Citrus Heights,95621,CA,Sacramento,1323
110,M2510804114,condo,399950.0,1.0,2.0,3,Sacramento,95825,CA,Sacramento,1748
111,M1893646418,condo,220000.0,0.0,2.0,3,Rancho Cordova,95670,CA,Sacramento,1240
112,M2665663730,condo,347000.0,0.0,1.0,2,Sacramento,95814,CA,Sacramento,950
113,M1448151243,condo,299000.0,0.0,2.0,3,Sacramento,95833,CA,Sacramento,1178
114,M1324008942,condo,425000.0,0.0,2.0,2,Sacramento,95822,CA,Sacramento,1323
115,M1029448996,condo,264500.0,0.0,1.0,1,Roseville,95678,CA,Placer,851
116,M1829415002,condo,189000.0,0.0,1.0,2,Sacramento,95842,CA,Sacramento,924
117,M2554351063,condo,750000.0,1.0,1.0,1,Sacramento,95811,CA,Sacramento,1219
118,M2704936713,condo,200000.0,1.0,2.0,2,Sacramento,95841,CA,Sacramento,1210
119,M2408491432,condo,170000.0,0.0,1.0,2,Sacramento,95823,CA,Sacramento,1034
120,M1560984688,condo,249000.0,1.0,1.0,2,Sacramento,95825,CA,Sacramento,1228
121,M2350508775,condo,275000.0,0.0,2.0,2,Citrus Heights,95610,CA,Sacramento,1171
122,M2840278148,condo,169900.0,0.0,2.0,2,Sacramento,95825,CA,Sacramento,1002
123,M2438631690,condo,269900.0,1.0,1.0,3,Sacramento,95826,CA,Sacramento,1191
124,M2540664158,condo,529000.0,0.0,1.0,1,Sacramento,95811,CA,Sacramento,942
125,M1975258832,condo,240000.0,1.0,1.0,4,Rancho Cordova,95670,CA,Sacramento,1476
126,M1953142030,condo,314950.0,0.0,2.0,3,Citrus Heights,95621,CA,Sacramento,1488
127,M1826977647,condo,199000.0,0.0,1.0,1,Sacramento,95831,CA,Sacramento,717
128,M1261677419,condo,329990.0,1.0,2.0,3,West Sacramento,95691,CA,Yolo,1487
129,M1155114644,condo,218000.0,0.0,2.0,2,Carmichael,95608,CA,Sacramento,1017
130,M1574796506,condo,275000.0,0.0,2.0,2,Roseville,95678,CA,Placer,1086
131,M2943481331,condo,255000.0,0.0,2.0,2,Sacramento,95825,CA,Sacramento,1228
132,M2526964082,condo,409000.0,0.0,2.0,3,Roseville,95678,CA,Placer,1674
133,M1953793649,condo,215000.0,0.0,1.0,2,Sacramento,95826,CA,Sacramento,1036
134,M2712932171,condo,338900.0,0.0,2.0,2,West Sacramento,95691,CA,Yolo,1728
135,M1050973270,condo,145000.0,0.0,1.0,2,Sacramento,95823,CA,Sacramento,895
136,M2018466078,condo,208800.0,0.0,1.0,3,Sacramento,95823,CA,Sacramento,1218
137,M2473912757,condo,159000.0,1.0,1.0,2,Sacramento,95823,CA,Sacramento,1116
138,M1802826809,condo,459000.0,0.0,2.0,4,Roseville,95747,CA,Placer,1512
139,M2224191228,condo,285000.0,1.0,2.0,3,Sacramento,95835,CA,Sacramento,1432
140,M2533871732,condo,180000.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,668
141,M2011293347,condo,251888.0,0.0,2.0,3,Sacramento,95828,CA,Sacramento,1058
142,M2130088518,condo,225000.0,0.0,1.0,2,Sacramento,95826,CA,Sacramento,1140
143,M2096942190,condo,215500.0,0.0,2.0,2,Sacramento,95834,CA,Sacramento,958
144,M2114652624,condo,258000.0,0.0,2.0,4,Sacramento,95841,CA,Sacramento,1449
145,M2311554492,condo,289000.0,0.0,2.0,2,Carmichael,95608,CA,Sacramento,1154
146,M1952992966,condo,313500.0,1.0,2.0,3,Citrus Heights,95621,CA,Sacramento,1548
147,M2719362426,condo,545000.0,1.0,2.0,3,Sacramento,95811,CA,Sacramento,1485
148,M2919571088,condo,225000.0,1.0,2.0,2,Sacramento,95842,CA,Sacramento,1456
149,M1564085590,condo,299000.0,0.0,2.0,3,Sacramento,95838,CA,Sacramento,1208
150,M2917872169,condo,270000.0,1.0,1.0,3,Sacramento,95826,CA,Sacramento,1191
151,M1074396613,condo,285000.0,1.0,2.0,3,Sacramento,95835,CA,Sacramento,1429
152,M2552616501,condo,179888.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,701
153,M2791364874,condo,265000.0,0.0,2.0,2,Sacramento,95838,CA,Sacramento,987
154,M2345962330,condo,325000.0,1.0,2.0,3,Fair Oaks,95628,CA,Sacramento,1684
155,M1403100080,condo,350000.0,0.0,4.0,3,Rancho Cordova,95670,CA,Sacramento,1658
156,M2106491383,condo,315000.0,0.0,2.0,3,Carmichael,95608,CA,Sacramento,1357
157,M1195625844,condo,285000.0,0.0,2.0,2,Citrus Heights,95621,CA,Sacramento,1157
158,M2725863453,condo,339500.0,0.0,2.0,2,West Sacramento,95691,CA,Yolo,1728
159,M2372532947,condo,294999.0,1.0,2.0,3,Citrus Heights,95610,CA,Sacramento,1621
160,M1543824289,condo,310000.0,0.0,2.0,3,Citrus Heights,95621,CA,Sacramento,1369
161,M1631545931,condo,375000.0,0.0,2.0,2,Sacramento,95814,CA,Sacramento,840
162,M2909360220,condo,234950.0,0.0,2.0,3,Sacramento,95842,CA,Sacramento,1456
163,M1157089739,condo,649000.0,0.0,3.0,4,Sacramento,95825,CA,Sacramento,2537
164,M2959904210,condo,263000.0,0.0,2.0,2,Antelope,95843,CA,Sacramento,940
165,M2536256752,condo,509950.0,0.0,2.0,2,Sacramento,95825,CA,Sacramento,2039
166,M1266622233,condo,278500.0,1.0,2.0,2,Sacramento,95835,CA,Sacramento,1288
167,M1158816323,condo,167000.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,527
168,M2752940567,condo,174999.0,0.0,1.0,2,Sacramento,95826,CA,Sacramento,924
169,M2641485654,condo,285000.0,0.0,2.0,2,Elk Grove,95758,CA,Sacramento,1076
170,M2459676247,condo,145000.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,725
171,M1242410927,condo,280000.0,1.0,2.0,3,West Sacramento,95691,CA,Yolo,1502
172,M1177250614,condo,267500.0,0.0,2.0,2,Sacramento,95835,CA,Sacramento,1303
173,M2994007623,condo,357500.0,0.0,2.0,2,Sacramento,95831,CA,Sacramento,1297
174,M2408677762,condo,155000.0,0.0,1.0,2,Sacramento,95823,CA,Sacramento,1034
175,M1468871107,condo,295000.0,0.0,2.0,2,Sacramento,95833,CA,Sacramento,1134
176,M2222412888,condo,279950.0,1.0,2.0,2,Sacramento,95835,CA,Sacramento,1254
177,M1471852382,condo,169777.0,0.0,1.0,2,Sacramento,95833,CA,Sacramento,956
178,M2740577018,condo,275000.0,0.0,2.0,2,Elk Grove,95758,CA,Sacramento,1239
179,M1789480218,condo,139900.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,642
180,M2484345294,condo,375000.0,1.0,2.0,3,Sacramento,95825,CA,Sacramento,1821
181,M2702605161,condo,210000.0,0.0,2.0,2,Antelope,95843,CA,Sacramento,890
182,M2805783673,condo,205000.0,0.0,2.0,2,Citrus Heights,95621,CA,Sacramento,929
183,M1146223980,condo,310000.0,0.0,2.0,3,Sacramento,95835,CA,Sacramento,1351
184,M1175573647,condo,322980.0,1.0,2.0,3,Sacramento,95835,CA,Sacramento,1354
185,M2160600034,condo,359000.0,1.0,2.0,3,Roseville,95678,CA,Placer,1337
186,M2325950519,condo,250000.0,1.0,1.0,2,Fair Oaks,95628,CA,Sacramento,1260
187,M2763392365,condo,187000.0,0.0,2.0,2,Citrus Heights,95621,CA,Sacramento,929
188,M2488521006,condo,120000.0,0.0,1.0,2,Sacramento,95823,CA,Sacramento,896
189,M2476948968,condo,150000.0,1.0,1.0,2,Sacramento,95823,CA,Sacramento,988
190,M1499131052,condo,184999.0,0.0,1.0,2,Sacramento,95833,CA,Sacramento,956
191,M1662930461,condo,289000.0,1.0,1.0,2,Roseville,95678,CA,Placer,941
192,M2742797904,condo,214500.0,0.0,1.0,2,Sacramento,95831,CA,Sacramento,1074
193,M2711412488,condo,146000.0,0.0,1.0,1,Sacramento,95825,CA,Sacramento,688
194,M1427436726,condo,430000.0,1.0,2.0,4,Roseville,95747,CA,Placer,2123
195,M2682465350,condo,250000.0,0.0,1.0,1,Sacramento,95835,CA,Sacramento,1125
196,M2950550244,condo,168000.0,0.0,1.0,1,Sacramento,95841,CA,Sacramento,682
197,M2786659918,condo,239000.0,0.0,1.0,2,Sacramento,95831,CA,Sacramento,932
198,M1330593119,condo,205000.0,0.0,2.0,2,Citrus Heights,95621,CA,Sacramento,1014
199,M2251015219,condo,315000.0,1.0,2.0,2,Carmichael,95608,CA,Sacramento,1407
0,M1493591051,condo,465000.0,0.0,1.0,2,Fremont,94536,CA,Alameda,750
1,M1570443912,condo,398000.0,0.0,1.0,2,Walnut Creek,94595,CA,Contra Costa,1158
2,M1652913442,condo,585000.0,0.0,2.0,2,Walnut Creek,94595,CA,Contra Costa,1054
3,M2216724467,condo,1300000.0,0.0,1.0,1,San Francisco,94107,CA,San Francisco,881
4,M1104240183,condo,425000.0,0.0,1.0,1,Union City,94587,CA,Alameda,695
5,M2380678474,condo,988888.0,1.0,2.0,3,Fremont,94536,CA,Alameda,1730
6,M1241792261,condo,400000.0,0.0,1.0,1,Oakland,94607,CA,Alameda,668
7,M1219040441,condo,679000.0,1.0,2.0,3,Hayward,94541,CA,Alameda,1468
8,M1077822269,condo,480000.0,0.0,2.0,2,Walnut Creek,94596,CA,Contra Costa,1077
9,M1671813815,condo,2695000.0,0.0,3.0,3,San Francisco,94123,CA,San Francisco,2030
10,M1764025961,condo,1795000.0,0.0,2.0,2,San Francisco,94105,CA,San Francisco,1238
11,M2455581307,condo,1550000.0,0.0,1.0,2,San Francisco,94127,CA,San Francisco,1293
12,M2298641856,condo,499000.0,1.0,1.0,2,Castro Valley,94546,CA,Alameda,1014
13,M1251903041,condo,799000.0,0.0,2.0,2,Oakland,94612,CA,Alameda,1062
14,M1894370734,condo,1200000.0,0.0,1.0,2,San Francisco,94110,CA,San Francisco,1216
15,M1027587778,condo,590000.0,1.0,2.0,2,Walnut Creek,94597,CA,Contra Costa,1202
16,M2377460642,condo,440000.0,0.0,2.0,2,Hercules,94547,CA,Contra Costa,1274
17,M1560978362,condo,589900.0,0.0,2.0,2,Walnut Creek,94595,CA,Contra Costa,1054
18,M2125057127,condo,789000.0,0.0,1.0,3,San Mateo,94403,CA,San Mateo,1008
19,M2873922663,condo,625000.0,0.0,2.0,2,Walnut Creek,94595,CA,Contra Costa,1212
20,M9706118596,condo,1499000.0,0.0,2.0,2,San Francisco,94110,CA,San Francisco,1144
21,M2606508496,condo,435000.0,0.0,1.0,2,San Ramon,94583,CA,Contra Costa,1039
22,M9967892468,condo,1149000.0,0.0,2.0,2,San Francisco,94110,CA,San Francisco,1038
23,M1585872012,condo,360000.0,0.0,2.0,2,Walnut Creek,94595,CA,Contra Costa,1157
24,M1714705296,condo,949000.0,0.0,1.0,1,San Francisco,94107,CA,San Francisco,868
25,M1083060869,condo,500000.0,1.0,2.0,3,San Pablo,94806,CA,Contra Costa,1541
26,M9976441698,condo,1100000.0,0.0,1.0,2,San Francisco,94117,CA,San Francisco,1017
27,M1909572212,condo,370000.0,0.0,1.0,1,Walnut Creek,94598,CA,Contra Costa,665
28,M2128364994,condo,610000.0,0.0,2.0,3,Dublin,94568,CA,Alameda,1070
29,M9916059439,condo,795000.0,0.0,1.0,1,San Francisco,94110,CA,San Francisco,538
30,M2191963741,condo,469000.0,0.0,2.0,2,Hayward,94544,CA,Alameda,878
31,M1196323961,condo,2395000.0,0.0,3.0,4,Tiburon,94920,CA,Marin,2127
32,M2866587509,condo,549000.0,0.0,2.0,2,San Ramon,94582,CA,Contra Costa,1058
33,M2824204760,condo,489999.0,1.0,2.0,2,Pinole,94564,CA,Contra Costa,1651
34,M2308358090,condo,799888.0,0.0,2.0,2,San Francisco,94124,CA,San Francisco,1219
35,M1342496821,condo,1850000.0,1.0,2.0,2,San Francisco,94103,CA,San Francisco,1227
36,M1358830770,condo,335000.0,0.0,1.0,1,Richmond,94804,CA,Contra Costa,533
37,M1075880954,condo,599000.0,0.0,2.0,2,Union City,94587,CA,Alameda,1006
38,M1161262148,condo,749000.0,1.0,2.0,2,Oakland,94607,CA,Alameda,1459
39,M9621548757,condo,839984.0,1.0,3.0,4,San Leandro,94578,CA,Alameda,1918
40,M1474713144,condo,815000.0,0.0,1.0,1,Lafayette,94549,CA,Contra Costa,911
41,M1262771427,condo,1059888.0,0.0,4.0,4,San Ramon,94582,CA,Contra Costa,2232
42,M1599995804,condo,549000.0,0.0,1.0,2,Walnut Creek,94595,CA,Contra Costa,1330
43,M1466440810,condo,689000.0,0.0,3.0,3,San Leandro,94577,CA,Alameda,1514
44,M1997804880,condo,1200000.0,0.0,1.0,1,San Francisco,94133,CA,San Francisco,1028
45,M2651192193,condo,649000.0,0.0,2.0,2,Oakland,94612,CA,Alameda,1648
46,M1212121572,condo,910000.0,0.0,2.0,3,Corte Madera,94925,CA,Marin,1596
47,M1528407928,condo,408000.0,0.0,1.0,2,Walnut Creek,94595,CA,Contra Costa,1054
48,M1262072057,condo,1178000.0,1.0,1.0,1,San Francisco,94158,CA,San Francisco,925
49,M1112677143,condo,799000.0,0.0,2.0,2,San Francisco,94124,CA,San Francisco,1051
50,M1618991375,condo,1199000.0,0.0,2.0,2,Oakland,94607,CA,Alameda,2411
51,M9863089927,condo,1430000.0,0.0,2.0,2,San Francisco,94123,CA,San Francisco,968
52,M1095219044,condo,1455000.0,0.0,1.0,2,San Francisco,94133,CA,San Francisco,1135
53,M1229658118,condo,728000.0,0.0,1.0,1,San Francisco,94103,CA,San Francisco,563
54,M1411315583,condo,1089000.0,0.0,1.0,1,San Francisco,94105,CA,San Francisco,920
55,M2044755260,condo,715000.0,0.0,1.0,1,San Francisco,94109,CA,San Francisco,632
56,M2877362319,condo,2688000.0,0.0,2.0,3,San Francisco,94133,CA,San Francisco,2700
57,M2096325147,condo,196842.0,0.0,1.0,1,San Francisco,94124,CA,San Francisco,530
58,M2095281701,condo,240000.0,0.0,1.0,1,San Francisco,94124,CA,San Francisco,506
59,M1685751430,condo,1079000.0,0.0,1.0,1,San Francisco,94105,CA,San Francisco,759
60,M2730943541,condo,3300000.0,0.0,2.0,3,San Francisco,94133,CA,San Francisco,1515
61,M2346387541,condo,1288000.0,1.0,2.0,3,Foster City,94404,CA,San Mateo,1380
62,M1787764030,condo,1299000.0,0.0,1.0,1,San Francisco,94105,CA,San Francisco,819
63,M2062763392,condo,695000.0,0.0,2.0,2,Alameda,94502,CA,Alameda,1274
64,M1560836146,condo,459500.0,0.0,1.0,1,Walnut Creek,94596,CA,Contra Costa,619
65,M2987450832,condo,644900.0,0.0,2.0,3,San Ramon,94583,CA,Contra Costa,951
66,M1888060653,condo,859000.0,2.0,1.0,2,Alameda,94501,CA,Alameda,1550
67,M1641346479,condo,598000.0,0.0,2.0,3,Moraga,94556,CA,Contra Costa,1473
68,M2910609959,condo,430000.0,1.0,1.0,2,Walnut Creek,94597,CA,Contra Costa,967
69,M1677581050,condo,1850000.0,0.0,2.0,2,San Francisco,94102,CA,San Francisco,1187
70,M2997625048,condo,595000.0,0.0,1.0,2,Oakland,94611,CA,Alameda,1027
71,M1593694711,condo,548000.0,0.0,2.0,2,Walnut Creek,94595,CA,Contra Costa,1168
72,M2011104113,condo,1888888.0,0.0,2.0,2,San Francisco,94104,CA,San Francisco,1382
73,M2502845558,condo,1495000.0,0.0,2.0,2,San Francisco,94118,CA,San Francisco,1515
74,M2474291803,condo,799000.0,1.0,1.0,2,Oakland,94607,CA,Alameda,1924
75,M1763113081,condo,2735000.0,0.0,3.0,3,Lafayette,94549,CA,Contra Costa,2931
76,M2732677647,condo,799000.0,0.0,1.0,1,San Francisco,94105,CA,San Francisco,832
77,M1474773155,condo,775000.0,0.0,1.0,1,San Francisco,94115,CA,San Francisco,740
78,M2091579869,condo,469000.0,0.0,1.0,1,Richmond,94804,CA,Contra Costa,915
79,M1486660991,condo,999000.0,0.0,1.0,1,San Francisco,94158,CA,San Francisco,682
80,M1224251924,condo,1998000.0,1.0,3.0,3,San Francisco,94122,CA,San Francisco,2213
81,M2940633131,condo,1050000.0,0.0,2.0,2,Walnut Creek,94595,CA,Contra Costa,1768
82,M1976851605,condo,1995000.0,0.0,3.0,3,San Francisco,94107,CA,San Francisco,2783
83,M1531650065,condo,420000.0,0.0,1.0,2,Walnut Creek,94595,CA,Contra Costa,1054
84,M1403228874,condo,799000.0,0.0,1.0,1,San Francisco,94110,CA,San Francisco,631
85,M9869847273,condo,828888.0,0.0,2.0,3,Fremont,94536,CA,Alameda,1740
86,M2717181925,condo,1249000.0,0.0,1.0,2,San Francisco,94109,CA,San Francisco,1044
87,M2441120559,condo,1399000.0,0.0,2.0,2,San Francisco,94103,CA,San Francisco,1559
88,M2408688704,condo,1450000.0,0.0,2.0,2,San Francisco,94114,CA,San Francisco,1205
89,M2215602394,condo,599000.0,0.0,1.0,1,Emeryville,94608,CA,Alameda,830
90,M9912016359,condo,799000.0,1.0,3.0,4,Hayward,94544,CA,Alameda,2074
91,M2043683229,condo,759000.0,0.0,2.0,2,Alameda,94502,CA,Alameda,1274
92,M1138198507,condo,495000.0,1.0,1.0,2,Hayward,94541,CA,Alameda,1129
93,M1448908179,condo,888000.0,1.0,1.0,2,San Francisco,94134,CA,San Francisco,948
94,M2894056023,condo,315000.0,0.0,1.0,1,Hayward,94544,CA,Alameda,786
95,M1613333863,condo,560000.0,0.0,2.0,2,Walnut Creek,94595,CA,Contra Costa,1179
