,Unnamed: 0,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size
123,123,M2990890307,condo,384900,1.0,1,2,Anaheim,3999 E Santa Ana Canyon Rd Apt 112,92807,CA,Orange,986
124,124,M1875120444,condo,319900,1.0,1,2,Anaheim,500 N Tustin Ave Apt 126,92807,CA,Orange,866
125,125,M1319748333,condo,270000,0.0,1,2,Anaheim,1166 S Citron St Unit 79,92805,CA,Orange,824
126,126,M2705009964,condo,375900,0.0,1,1,Anaheim,1801 E Katella Ave Apt 2129,92805,CA,Orange,728
127,127,M2292064833,condo,425000,1.0,1,3,Anaheim,2148 W York Cir,92804,CA,Orange,1343
128,128,M9829475459,condo,718000,1.0,3,4,Anaheim,967 E Mason Ln Unit 94,92805,CA,Orange,2070
129,129,M9202106073,condo,669000,1.0,3,3,Anaheim,2354 S Tapestry Way,92802,CA,Orange,1741
130,130,M9866054394,condo,583990,1.0,3,3,Anaheim,662 S Kinney Way,92805,CA,Orange,1699
131,131,M9669096972,condo,540990,0.0,3,3,Anaheim,668 S Kinney Way,92805,CA,Orange,1569
132,132,M1469730149,condo,250000,0.0,2,3,Anaheim,1250 S Brookhurst St Unit 1104,92804,CA,Orange,1172
133,133,M1745397698,condo,749900,0.0,3,3,Anaheim Hills,5810 E Mountain Loop Trl Unit 35,92807,CA,Orange,2016
134,134,M9758030238,condo,513990,1.0,2,2,Anaheim,665 S Kinney Way,92805,CA,Orange,1401
135,135,M1421307169,condo,405900,0.0,2,3,Anaheim,1901 W Greenleaf Ave Apt B,92801,CA,Orange,1257
136,136,M2444449487,condo,549000,0.0,2,3,Anaheim,435 W Center Street Promenade Unit 308,92805,CA,Orange,2179
137,137,M9952538906,condo,594000,1.0,2,2,Anaheim,923 E Mason Ln Unit 34,92805,CA,Orange,1554
138,138,M2624571746,condo,398000,0.0,2,2,Anaheim,2669 W Cameron Ct Unit 215,92801,CA,Orange,1138
139,139,M1456836133,condo,320000,0.0,2,3,Anaheim,1250 S Brookhurst St Unit 2051,92804,CA,Orange,1172
140,140,M2245860259,condo,560000,0.0,2,3,Anaheim,435 W Center Street Promenade Unit 336,92805,CA,Orange,1953
141,141,M1059643580,condo,550000,0.0,2,2,Anaheim,114 S Harbor Blvd,92805,CA,Orange,1528
0,0,M1871614480,condo,475000,0.0,2,2,Los Angeles,4049 Via Marisol Apt 322,90042,CA,Los Angeles,1102
1,1,M1521023494,condo,525000,1.0,2,2,Burbank,8038 Via Latina,91504,CA,Los Angeles,1244
2,2,M2286048569,condo,1748000,1.0,3,3,Playa Vista,5735 Dawn Crk,90094,CA,Los Angeles,2628
3,3,M9715181242,condo,663990,3.0,3,4,Winnetka,20612 Desert Ash Ln,91306,CA,Los Angeles,1918
4,4,M9295211483,condo,624990,3.0,3,3,Winnetka,8221 Oakhaven Ct,91306,CA,Los Angeles,1786
5,5,M1227722304,condo,569900,0.0,3,2,San Pedro,1915 Mount Shasta Dr Unit 159,90732,CA,Los Angeles,1572
6,6,M1418431577,condo,739000,0.0,2,2,Westwood Century City,10645 Wilshire Blvd Apt 303,90024,CA,Los Angeles,1126
7,7,M1825620693,condo,359000,0.0,3,2,Harbor City,1436 257th St Unit 106,90710,CA,Los Angeles,1083
8,8,M2343780116,condo,3295000,1.0,2,2,Los Angeles,10800 Wilshire Blvd Apt 1302,90024,CA,Los Angeles,2840
9,9,M1936005199,condo,559950,1.0,1,2,Burbank,9667 Via Torino Unit 152,91504,CA,Los Angeles,1151
10,10,M1267835532,condo,289000,0.0,2,2,Tarzana,18620 Hatteras St Unit 247,91356,CA,Los Angeles,910
11,11,M1637288952,condo,544888,0.0,2,2,Los Angeles,316 N Avenue 66 Apt 7,90042,CA,Los Angeles,1069
12,12,M2837294582,condo,569900,0.0,2,2,Los Angeles,7033 LA Tijera Blvd Apt J201,90045,CA,Los Angeles,1632
13,13,M1973037701,condo,339900,0.0,1,1,Woodland Hills,5510 Owensmouth Ave Apt 219,91367,CA,Los Angeles,610
14,14,M1241413978,condo,289000,0.0,2,2,Tarzana,18620 Hatteras St Unit 243,91356,CA,Los Angeles,910
15,15,M2521350039,condo,429900,0.0,3,3,Panorama City,7869 Ventura Canyon Ave Unit 301,91402,CA,Los Angeles,1286
16,16,M9229843151,condo,1079000,1.0,2,2,Studio City,4322 Gentry Ave Unit 103,91604,CA,Los Angeles,1435
17,17,M2292677535,condo,240000,0.0,1,2,Pacoima,12601 Van Nuys Blvd Unit 218,91331,CA,Los Angeles,666
18,18,M2903662596,condo,749900,0.0,2,1,Los Angeles,10501 Wilshire Blvd Unit 1204,90024,CA,Los Angeles,888
19,19,M2812691477,condo,100000,0.0,1,1,Los Angeles,3320 3/4 W 76th St,90043,CA,Los Angeles,672
20,20,M1829923582,condo,1099000,0.0,3,3,Los Angeles,10520 Wilshire Blvd Apt 306,90024,CA,Los Angeles,2071
21,21,M9556421113,condo,995000,1.0,1,1,Los Angeles,877 Francisco St Apt 1911,90017,CA,Los Angeles,968
22,22,M2468121646,condo,749000,1.0,2,2,Studio City,12020 Guerin St Apt 102,91604,CA,Los Angeles,1410
23,23,M1948781088,condo,1495000,0.0,2,2,Los Angeles,1130 S Flower St Apt 420,90015,CA,Los Angeles,2255
24,24,M2323409097,condo,930000,0.0,2,2,Los Angeles,1871 Greenfield Ave Apt 102,90025,CA,Los Angeles,1540
25,25,M1206726416,condo,1850000,0.0,2,1,Los Angeles,1855 Industrial St Apt 309,90021,CA,Los Angeles,2360
26,26,M1825769695,condo,1450000,0.0,2,2,Los Angeles,877 Francisco St Apt 1227,90017,CA,Los Angeles,1184
27,27,M1718869635,condo,1439000,1.0,2,2,Marina del Rey,13700 Marina Pointe Dr Unit 1531,90292,CA,Los Angeles,1434
28,28,M2675780105,condo,180000,0.0,3,2,Van Nuys,6801 Mammoth Ave Apt 5,91405,CA,Los Angeles,1218
29,29,M1071362482,condo,850000,0.0,2,2,Pacific Palisades,16137 W Sunset Blvd Unit 101,90272,CA,Los Angeles,1125
30,30,M2624493944,condo,589900,1.0,2,3,Sun Valley,10831 Roycroft St Unit 25,91352,CA,Los Angeles,1376
31,31,M1228206761,condo,405000,0.0,2,2,San Pedro,1246 N Park Western Dr Unit 33,90732,CA,Los Angeles,961
32,32,M1670797792,condo,929000,0.0,3,2,Playa Vista,13080 Pacific Promenade Apt 324,90094,CA,Los Angeles,1170
33,33,M9637795533,condo,869990,2.0,2,2,Los Angeles,2909 W Exposition Pl Unit 5,90018,CA,Los Angeles,1660
34,34,M1044354823,condo,569999,1.0,2,2,Studio City,11306 Moorpark St Unit 10,91602,CA,Los Angeles,1036
35,35,M1266746596,condo,359999,0.0,3,2,Sylmar,14425 Foothill Blvd Unit 18,91342,CA,Los Angeles,993
36,36,M1131826214,condo,389900,1.0,2,2,Reseda,19231 Sherman Way Unit 51,91335,CA,Los Angeles,1170
37,37,M2867951889,condo,499000,0.0,4,3,Chatsworth,10229 Variel Ave Unit 2,91311,CA,Los Angeles,1896
38,38,M2430013506,condo,589000,0.0,1,2,Los Angeles,312 W 5th St Apt 514,90013,CA,Los Angeles,925
39,39,M2416215815,condo,995000,0.0,2,4,Los Angeles,956 W 42nd Pl,90037,CA,Los Angeles,1958
40,40,M2584493067,condo,549000,1.0,2,2,Valley Village,11643 Chandler Blvd Apt 112,91601,CA,Los Angeles,1234
41,41,M2325099363,condo,269900,0.0,2,2,Pacoima,12601 Van Nuys Blvd Unit 243,91331,CA,Los Angeles,816
42,42,M1507446860,condo,779000,0.0,3,3,Sherman Oaks,14271 Dickens St Unit 102,91423,CA,Los Angeles,1819
43,43,M1275847006,condo,410000,0.0,1,1,Hollywood Hills East,3480 Barham Blvd,90068,CA,Los Angeles,812
44,44,M1533515105,condo,845000,0.0,2,4,Eagle Rock,1420 Yosemite Dr,90041,CA,Los Angeles,1616
45,45,M9757841036,condo,1460000,1.0,2,3,Studio City,4322 Gentry Ave Unit 205,91604,CA,Los Angeles,1799
46,46,M2159243174,condo,509950,1.0,2,3,Chatsworth,22218 Germain St Unit 4,91311,CA,Los Angeles,1747
47,47,M1977354406,condo,499000,0.0,1,1,Playa Del Rey,8675 Falmouth Ave Apt 115,90293,CA,Los Angeles,686
48,48,M1821943351,condo,320000,1.0,1,2,Torrance,1444 W 227th St Apt 11,90501,CA,Los Angeles,1097
49,49,M1368229981,condo,365000,0.0,2,2,Tarzana,18619 Collins St Apt F28,91356,CA,Los Angeles,966
50,50,M2321118051,condo,439000,0.0,1,1,Los Angeles,3810 Wilshire Blvd Apt 1109,90010,CA,Los Angeles,710
51,51,M1488821868,condo,499000,0.0,1,2,Los Angeles,4501 Finley Ave Apt 10,90027,CA,Los Angeles,982
52,52,M2830102745,condo,1200000,0.0,2,2,Pacific Palisades,16040 W Sunset Blvd Unit 101,90272,CA,Los Angeles,1187
53,53,M1882357986,condo,699000,0.0,2,2,Los Angeles,1130 S Flower St Apt 316,90015,CA,Los Angeles,1438
54,54,M1412635911,condo,1150000,0.0,3,4,Los Angeles,1253 Granville Ave Unit 104,90025,CA,Los Angeles,2093
55,55,M2176109114,condo,895000,0.0,3,3,Playa Del Rey,8329 Pershing Dr,90293,CA,Los Angeles,1729
56,56,M1186518890,condo,775000,0.0,2,2,Los Angeles,6001 Carlton Way Apt 206,90028,CA,Los Angeles,1150
57,57,M2939120148,condo,339000,0.0,1,1,Los Angeles,210 S La Fayette Park Pl,90057,CA,Los Angeles,472
58,58,M2476134925,condo,1299000,0.0,2,2,Los Angeles,1100 S Grand Ave Unit A005,90015,CA,Los Angeles,1740
59,59,M9044674088,condo,1749000,0.0,3,3,Los Angeles,1013 E 8th St,90021,CA,Los Angeles,5680
60,60,M1921679088,condo,769000,0.0,2,2,Playa Del Rey,8828 Pershing Dr Apt 204,90293,CA,Los Angeles,1407
61,61,M9337658937,condo,575000,0.0,1,1,Los Angeles,1126 W Edgeware Rd Units 1 & 2,90026,CA,Los Angeles,780
62,62,M2224135775,condo,775000,1.0,2,2,Los Angeles,4444 Wilshire Blvd Apt 206,90010,CA,Los Angeles,1662
63,63,M1243104306,condo,795000,0.0,2,3,Los Angeles,848 Irolo St Apt 508,90005,CA,Los Angeles,1600
64,64,M1104390257,condo,699000,0.0,2,2,Studio City,4243 Colfax Ave Unit F,91604,CA,Los Angeles,1350
65,65,M2940495839,condo,725000,0.0,2,1,Los Angeles,100 S Doheny Dr Apt 516,90048,CA,Los Angeles,844
66,66,M2595015878,condo,3295000,1.0,2,3,Marina del Rey,3711 Ocean Front Walk Apt 2,90292,CA,Los Angeles,2370
67,67,M1692444230,condo,525000,0.0,3,3,Sylmar,15151 Foothill Blvd Unit 15,91342,CA,Los Angeles,1530
68,68,M1176686185,condo,890000,0.0,2,2,Studio City,4311 Colfax Ave Unit 219,91604,CA,Los Angeles,1647
69,69,M2496015496,condo,439000,1.0,2,3,Chatsworth,9950 Topanga Canyon Blvd Unit 55,91311,CA,Los Angeles,1445
70,70,M2274254096,condo,439950,0.0,2,2,North Hollywood,5706 Fair Ave Apt 115,91601,CA,Los Angeles,923
71,71,M1893728409,condo,420000,0.0,2,3,Reseda,19545 Sherman Way Unit 94,91335,CA,Los Angeles,1363
72,72,M1189112066,condo,699999,0.0,3,3,Porter Ranch,11314 Paseo El Sol,91326,CA,Los Angeles,1582
73,73,M2760678220,condo,250000,0.0,1,1,Canoga Park,21800 Schoenborn St Unit 215,91304,CA,Los Angeles,511
74,74,M2795310875,condo,450000,0.0,1,2,Los Angeles,1425 W 12th St Apt 145,90015,CA,Los Angeles,859
75,75,M1849269436,condo,549900,0.0,2,2,Los Angeles,358 S Gramercy Pl Apt 210,90020,CA,Los Angeles,1169
76,76,M1530276820,condo,429900,0.0,2,3,North Hollywood,7810 Laurel Canyon Blvd Unit 5,91605,CA,Los Angeles,1257
77,77,M2778006883,condo,469000,1.0,2,2,Canoga Park,20921 Community St Apt 22,91304,CA,Los Angeles,1465
78,78,M2385380981,condo,1050000,0.0,2,1,Los Angeles,889 Francisco St Unit 1903,90017,CA,Los Angeles,977
79,79,M1695994614,condo,380000,0.0,2,2,Los Angeles,5830 Benner St Apt 201,90042,CA,Los Angeles,753
80,80,M1747371296,condo,755000,0.0,3,3,San Pedro,1129 W Capitol Dr Unit 63,90732,CA,Los Angeles,2013
81,81,M1122597924,condo,1200000,0.0,3,3,Los Angeles,1710 Granville Ave Apt 6,90025,CA,Los Angeles,1726
82,82,M1089015166,condo,389999,0.0,1,2,Los Angeles,5605 Clemson St,90016,CA,Los Angeles,748
83,83,M1752321369,condo,549000,1.0,2,2,Valley Village,4807 Beck Ave Unit 20,91601,CA,Los Angeles,1122
84,84,M1854024955,condo,454900,0.0,2,2,Los Angeles,4080 Via Marisol Apt 136,90042,CA,Los Angeles,1100
85,85,M2337523443,condo,550000,0.0,3,3,Northridge,10006 Reseda Blvd Unit B,91324,CA,Los Angeles,1894
86,86,M1755002345,condo,378000,0.0,3,2,Harbor City,1070 252nd St Unit C,90710,CA,Los Angeles,1328
87,87,M1024522187,condo,385000,0.0,2,3,Winnetka,20202 Cohasset St Unit 10,91306,CA,Los Angeles,1340
88,88,M2062603904,condo,343000,0.0,1,1,San Pedro,306 S Miraleste Dr Unit 56,90732,CA,Los Angeles,771
89,89,M1911289928,condo,549945,0.0,3,3,Sun Valley,10831 Roycroft St Unit 38,91352,CA,Los Angeles,1385
90,90,M1926045501,condo,500000,0.0,2,2,Los Angeles,970 S Kingsley Dr Apt 208,90006,CA,Los Angeles,1177
91,91,M2957671067,condo,462000,0.0,3,2,Woodland Hills,6255 Randi Ave Unit 61,91367,CA,Los Angeles,1519
92,92,M2816871654,condo,319000,0.0,1,2,Winnetka,20134 Leadwell St Unit 223,91306,CA,Los Angeles,786
93,93,M2623261020,condo,795000,0.0,2,2,Sherman Oaks,15150 Dickens St Apt 304,91403,CA,Los Angeles,1734
94,94,M1664673553,condo,2150000,1.0,3,3,Los Angeles,12357 Ridge Cir,90049,CA,Los Angeles,3500
95,95,M2347831588,condo,227500,0.0,1,2,Pacoima,12601 Van Nuys Blvd Unit 247,91331,CA,Los Angeles,670
96,96,M2029167365,condo,467999,0.0,2,2,Encino,5301 Balboa Blvd Unit M8,91316,CA,Los Angeles,1415
97,97,M2920210113,condo,559000,0.0,3,2,Woodland Hills,21901 Burbank Blvd Unit 192,91367,CA,Los Angeles,1666
98,98,M1540691901,condo,875000,0.0,2,2,Los Angeles,330 S Barrington Ave Apt 304,90049,CA,Los Angeles,1077
99,99,M2027413631,condo,599000,0.0,1,1,Los Angeles,1050 S Grand Ave Unit 1506,90015,CA,Los Angeles,705
100,100,M1671782666,condo,565000,0.0,1,1,Los Angeles,312 W 5th St Apt 1010,90013,CA,Los Angeles,940
101,101,M2430399617,condo,1499000,0.0,4,3,Los Angeles,10660 Wilshire Blvd Apt 809,90024,CA,Los Angeles,2426
102,102,M2505350323,condo,1099000,1.0,2,3,Los Angeles,1530 S Centinela Ave Apt 303,90025,CA,Los Angeles,1829
103,103,M1894719365,condo,579000,0.0,2,3,Los Angeles,4000 Via Marisol Apt 202,90042,CA,Los Angeles,1495
104,104,M1687428369,condo,365000,0.0,2,2,Tarzana,18350 Hatteras St Apt 240,91356,CA,Los Angeles,870
105,105,M2674151073,condo,779000,0.0,2,2,Los Angeles,7135 Hollywood Blvd Apt 308,90046,CA,Los Angeles,1148
106,106,M2839529955,condo,499000,0.0,1,1,Los Angeles,4408 Franklin Ave Apt 3,90027,CA,Los Angeles,636
107,107,M1732829813,condo,949999,1.0,2,2,Venice,2500 Abbot Kinney Blvd Apt 6,90291,CA,Los Angeles,935
108,108,M1485565913,condo,849999,1.0,3,5,West Hills,7049 Salisbury Rd,91307,CA,Los Angeles,2452
109,109,M2977438065,condo,699000,0.0,2,1,Los Angeles,7250 Franklin Ave Unit 615,90046,CA,Los Angeles,996
110,110,M2376021208,condo,899000,0.0,1,0,Los Angeles,530 S Hewitt St Unit 341,90013,CA,Los Angeles,1300
111,111,M2203639507,condo,1145000,0.0,3,2,Los Angeles,4460 Wilshire Blvd Apt 503,90010,CA,Los Angeles,2234
112,112,M1835187831,condo,550000,0.0,1,1,Los Angeles,1100 Wilshire Blvd Apt 2012,90017,CA,Los Angeles,790
113,113,M2218815884,condo,2235000,1.0,3,3,Los Angeles,441 S Barrington Ave Unit 311,90049,CA,Los Angeles,2370
114,114,M2660210338,condo,1225000,1.0,2,3,Los Angeles,1629 Armacost Ave Apt 101,90025,CA,Los Angeles,1734
115,115,M2855114490,condo,829000,0.0,2,3,Los Angeles,1615 N Laurel Ave Apt 201,90046,CA,Los Angeles,1288
116,116,M2919443730,condo,499000,0.0,2,2,Los Angeles,880 W 1st St Apt 217,90012,CA,Los Angeles,1243
117,117,M2009110430,condo,949000,0.0,1,1,Los Angeles,1645 N Vine St Unit 904,90028,CA,Los Angeles,1460
118,118,M2380693149,condo,750000,0.0,1,1,Los Angeles,2146 Fargo St,90039,CA,Los Angeles,608
119,119,M2525927635,condo,719000,0.0,2,2,Los Angeles,5037 Rosewood Ave Apt 304,90004,CA,Los Angeles,1330
120,120,M2966828886,condo,799000,0.0,1,1,Los Angeles,877 Francisco St Apt 1207,90017,CA,Los Angeles,865
121,121,M1910427769,condo,499000,0.0,1,1,Los Angeles,312 W 5th St Apt 405,90013,CA,Los Angeles,700
122,122,M2659475292,condo,296500,0.0,2,2,Panorama City,9342 Van Nuys Blvd Unit 26,91402,CA,Los Angeles,898
123,123,M1360804458,condo,550000,1.0,2,2,Woodland Hills,5220 Premiere Hills Cir Apt 227,91364,CA,Los Angeles,1358
124,124,M2844196272,condo,520000,0.0,3,2,Woodland Hills,6265 Canoga Ave Apt 43,91367,CA,Los Angeles,1354
125,125,M2995502296,condo,336000,0.0,2,2,Van Nuys,8020 Langdon Ave Unit 222,91406,CA,Los Angeles,1024
126,126,M1837840867,condo,1275000,0.0,4,6,Woodland Hills,22819 Mariano St,91367,CA,Los Angeles,3230
127,127,M2497976070,condo,405000,1.0,3,3,Pacoima,12411 Osborne St Unit 61,91331,CA,Los Angeles,1286
128,128,M2391492752,condo,499000,0.0,3,2,Valley Village,12047 Emelita St Apt B,91607,CA,Los Angeles,1163
129,129,M1732455931,condo,499000,0.0,2,2,Sherman Oaks,14414 Addison St Unit 24,91423,CA,Los Angeles,1166
130,130,M2713785099,condo,495000,0.0,1,1,Los Angeles,215 W 7th St Apt 401,90014,CA,Los Angeles,752
131,131,M1716322589,condo,1025000,0.0,1,1,Los Angeles,510 S Hewitt St Unit 501,90013,CA,Los Angeles,1340
132,132,M2603639538,condo,499000,0.0,3,3,Northridge,9741 Reseda Blvd Unit 46,91324,CA,Los Angeles,1597
133,133,M1002370472,condo,1999000,1.0,2,3,Playa Vista,12763 Shell Pl Apt 3,90094,CA,Los Angeles,2052
134,134,M9263638774,condo,524000,0.0,1,1,Los Angeles,939 S Broadway Apt 404,90015,CA,Los Angeles,741
135,135,M2885815329,condo,649000,0.0,1,1,Pacific Palisades,17368 W Sunset Blvd Apt 403,90272,CA,Los Angeles,684
136,136,M1311850095,condo,438000,0.0,1,0,Los Angeles,10982 Roebling Ave Apt 328,90024,CA,Los Angeles,475
137,137,M2246051298,condo,635000,0.0,1,2,Los Angeles,650 Parkman Ave,90026,CA,Los Angeles,880
138,138,M2714526536,condo,1029000,0.0,2,2,Los Angeles,11805 Mayfield Ave Apt 303,90049,CA,Los Angeles,1520
139,139,M2058075587,condo,949000,0.0,2,2,Los Angeles,10336 Almayo Ave Apt 103,90064,CA,Los Angeles,1673
140,140,M1531983012,condo,1395000,0.0,4,3,Los Angeles,4151 Redwood Ave Apt 301,90066,CA,Los Angeles,1890
141,141,M1648724279,condo,1259000,1.0,2,2,Los Angeles,11863 Darlington Ave Unit 108,90049,CA,Los Angeles,1847
142,142,M1401659823,condo,1149000,1.0,2,3,Los Angeles,1821 Fairburn Ave Apt 402,90025,CA,Los Angeles,1769
143,143,M2698204053,condo,1625000,1.0,2,2,Los Angeles,11500 San Vicente Blvd Apt 514,90049,CA,Los Angeles,2254
144,144,M1915572915,condo,745000,0.0,1,1,Los Angeles,1645 Vine St Apt 610,90028,CA,Los Angeles,1000
145,145,M1413843494,condo,464900,0.0,2,2,Tarzana,18150 Oxnard St Unit 95,91356,CA,Los Angeles,1121
146,146,M2400433429,condo,470000,1.0,1,3,Reseda,6500 Tampa Ave Unit 5,91335,CA,Los Angeles,1269
147,147,M1722285140,condo,599000,0.0,2,2,Los Angeles,812 N Hudson Ave Apt 101,90038,CA,Los Angeles,890
148,148,M1443294961,condo,349000,0.0,2,2,Canoga Park,7800 Topanga Canyon Blvd Apt 310,91304,CA,Los Angeles,1038
149,149,M1290794501,condo,619950,1.0,2,2,Studio City,13030 Valleyheart Dr Apt 101,91604,CA,Los Angeles,1316
150,150,M1534536173,condo,1225000,1.0,3,3,Los Angeles,10654 Wilkins Ave Apt 1,90024,CA,Los Angeles,1970
151,151,M2744627513,condo,365000,0.0,1,1,Los Angeles,4361 Berryman Ave Apt 3,90066,CA,Los Angeles,555
152,152,M2876983300,condo,169695,0.0,1,1,Pacific Palisades,501 Palisades Dr Apt 115,90272,CA,Los Angeles,593
153,153,M2897118282,condo,599000,1.0,2,1,Los Angeles,100 S Doheny Dr Apt 221,90048,CA,Los Angeles,719
154,154,M1093608569,condo,339000,0.0,2,2,Encino,5412 Lindley Ave Unit 204,91316,CA,Los Angeles,1149
155,155,M2686591600,condo,1175000,0.0,2,2,Los Angeles,12115 San Vicente Blvd Unit 207,90049,CA,Los Angeles,1296
156,156,M1497398109,condo,4950000,2.0,3,3,Los Angeles,10551 Wilshire Blvd Apt 703,90024,CA,Los Angeles,4400
157,157,M2315620515,condo,720000,0.0,2,2,Los Angeles,2323 S Bentley Ave Apt 204,90064,CA,Los Angeles,1399
158,158,M9981972950,condo,510000,0.0,1,0,Los Angeles,877 Francisco St Apt 623,90017,CA,Los Angeles,482
159,159,M2427315439,condo,639995,0.0,2,3,Sherman Oaks,4724 Kester Ave Unit 104,91403,CA,Los Angeles,1402
160,160,M2423628589,condo,739000,1.0,2,2,Los Angeles,2474 S Centinela Ave Apt 3,90064,CA,Los Angeles,948
161,161,M2129867673,condo,649999,1.0,3,4,Los Angeles,9134 Foster Ln,91311,CA,Los Angeles,2206
162,162,M2938561158,condo,609000,0.0,2,2,Los Angeles,435 S La Fayette Park Pl,90057,CA,Los Angeles,1355
163,163,M2915716677,condo,1050000,0.0,2,2,Los Angeles,1658 Camden Ave Apt 108,90025,CA,Los Angeles,1468
164,164,M1887179814,condo,685000,0.0,2,1,Los Angeles,10501 Wilshire Blvd Unit 1608,90024,CA,Los Angeles,728
165,165,M2381576159,condo,560000,0.0,1,1,Los Angeles,750 N Kings Rd Apt 115,90069,CA,Los Angeles,664
166,166,M2716655311,condo,449888,0.0,1,1,Los Angeles,6151 Orange St Apt 118,90048,CA,Los Angeles,569
167,167,M2644654819,condo,409900,0.0,2,2,Sunland,10574 Sunland Blvd Unit 5,91040,CA,Los Angeles,1095
168,168,M1084530658,condo,399995,1.0,1,2,Mission Hills San Fer,9928 Sepulveda Blvd Apt 5,91345,CA,Los Angeles,975
169,169,M2414061392,condo,420000,1.0,2,3,Panorama City,8283 Willis Ave Apt 11,91402,CA,Los Angeles,1475
170,170,M2872898568,condo,510000,0.0,1,1,Los Angeles,600 W 9th St Apt 1208,90015,CA,Los Angeles,754
171,171,M9408918460,condo,1225900,0.0,2,3,Playa Vista,6030 Seabluff Dr Apt 420,90094,CA,Los Angeles,1322
172,172,M2306676689,condo,680000,0.0,2,2,Los Angeles,1827 Greenfield Ave Apt 102,90025,CA,Los Angeles,949
173,173,M2946061304,condo,395000,0.0,2,3,Canoga Park,20920 Community St Apt 2,91304,CA,Los Angeles,1323
174,174,M2951550770,condo,549000,0.0,2,2,Woodland Hills,21535 Erwin St Unit 119,91367,CA,Los Angeles,1240
175,175,M2804412538,condo,799000,0.0,1,1,Los Angeles,215 W 7th St Apt 1401,90014,CA,Los Angeles,910
176,176,M2339968016,condo,450000,1.0,2,3,Sunland,10514 Sunland Blvd Unit 1,91040,CA,Los Angeles,1204
177,177,M2355906467,condo,2080000,0.0,3,3,Playa Del Rey,6309 Ocean Front Walk Unit 203,90293,CA,Los Angeles,1660
178,178,M9073992689,condo,715000,1.0,3,4,Northridge,19502 Cardin Pl,91324,CA,Los Angeles,1814
179,179,M1456550265,condo,399000,0.0,2,3,Tarzana,5700 Etiwanda Ave Unit 161,91356,CA,Los Angeles,1096
180,180,M1945812225,condo,685000,0.0,2,2,Los Angeles,100 S Alameda St Unit 140,90012,CA,Los Angeles,1042
181,181,M2120447402,condo,835000,0.0,2,2,Los Angeles,2385 Roscomare Rd Unit D7,90077,CA,Los Angeles,1218
182,182,M2111468236,condo,475000,0.0,2,3,Chatsworth,10343 Larwin Ave,91311,CA,Los Angeles,1652
183,183,M2911319754,condo,399000,0.0,1,1,Los Angeles,421 S La Fayette Park Pl Apt 702,90057,CA,Los Angeles,715
184,184,M2643416818,condo,534900,1.0,2,2,San Pedro,2235 W 25th St Unit 134,90732,CA,Los Angeles,1360
185,185,M1489642422,condo,579000,1.0,2,2,Tarzana,5339 Lindley Ave Unit 103,91356,CA,Los Angeles,2112
186,186,M1954904013,condo,209000,0.0,1,1,Sun Valley,10749 New Haven St Unit 6,91352,CA,Los Angeles,369
187,187,M2095146486,condo,1499000,1.0,1,2,Los Angeles,10341 Wilshire Blvd,90024,CA,Los Angeles,1155
188,188,M2712439643,condo,788000,0.0,2,2,Los Angeles,831 S Gretna Green Way Apt 104,90049,CA,Los Angeles,1255
189,189,M1515281390,condo,549999,0.0,2,2,Encino,5440 Lindley Ave Unit 208,91316,CA,Los Angeles,1582
190,190,M2245803581,condo,1049000,0.0,3,5,Los Angeles,3501 Tilden Ave Ste 1,90034,CA,Los Angeles,1960
191,191,M1804939412,condo,2945000,1.0,3,4,Venice,520 Broadway St,90291,CA,Los Angeles,3150
192,192,M1426023925,condo,799000,1.0,2,3,Los Angeles,750 S Spaulding Ave Apt 313,90036,CA,Los Angeles,1601
193,193,M1377960611,condo,469000,0.0,1,1,Los Angeles,746 S Los Angeles St Apt 908,90014,CA,Los Angeles,659
194,194,M2543999844,condo,575000,0.0,1,1,Los Angeles,645 W 9th St Apt 438,90015,CA,Los Angeles,988
195,195,M2340989511,condo,2129000,1.0,2,2,Pacific Palisades,870 Haverford Ave Unit 403,90272,CA,Los Angeles,1916
196,196,M1573946266,condo,569000,0.0,1,1,Los Angeles,1050 S Grand Ave Unit 905,90015,CA,Los Angeles,650
197,197,M2856613351,condo,749000,0.0,2,2,Los Angeles,880 W 1st St Apt 406,90012,CA,Los Angeles,1629
198,198,M1728220056,condo,465000,0.0,3,3,Sylmar,13452 White Palms Ln,91342,CA,Los Angeles,1616
199,199,M2576741751,condo,499000,1.0,2,2,Valley Village,12458 Weddington St Unit 3,91607,CA,Los Angeles,1155
